page_url,ranking,helpful_votes,total_review,visibility_status
https://www.amazon.com/profilewidget/bio/amzn1.account.AHPODJ3CHCFLR65MQHC4AYZ77ZRA/?view=visitor,2830,6425,127,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AEKCJL62YWQCCXBQ5PLU55QI3XVQ/?view=visitor,8827,2548,335,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AEJTR6XEDINVMFRJMJJD6BHZVK4A/?view=visitor,306621,613,80,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AGSTQ3JDGW2TZB5XKBF7PD2DJOKQ/?view=visitor,5950,1601,1602,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AGDAP55425KECDGICG74HLK22QHQ/?view=visitor,98070,339,141,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AGHM5PJ25ZY3S5GLL4GGMWY5IY4Q/?view=visitor,34549,907,130,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AFOXIPPGUTBZO4UOCXTRAH5YREDA/?view=visitor,85024,643,126,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AHY6BH46R7WMYFKEKMKFBGG43J6Q/?view=visitor,902127,62,10,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AE3FFTOPYNFVFCYHTFC3B4E3E5VQ/?view=visitor,1955378,57,23,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AESFALCRNAIP3JUA2NEZGMBWIMRA/?view=visitor,4312193,32,2,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AHMNYO3GHJRRZ24QGTOA7ZZVAH2A/?view=visitor,1159109,304,33,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AF2K3YP5FHX3AAUTY24S7QZDE3CQ/?view=visitor,1836582,86,14,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AGGIP3Z6EQQGFTZFOMXQI5FZ5KVQ/?view=visitor,486136,83,81,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AFNNL43IWHFZBIV6D3KEXEFWEP3A/?view=visitor,128543,142,129,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AGO3RPJF3KERYFETUJQNOS5IUZMA/?view=visitor,1298980,31,62,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AG2SMQVOFGQTO3YQGQUSOAJNFTEQ/?view=visitor,1369354,55,40,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AE325EUIOCDQMTFQKYH44SYGTZBA/?view=visitor,37312,323,95,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AGKJZO7GSB6T2WVBPJUYYWNRY4JQ/?view=visitor,159387,558,71,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AGN3IMCP7DFLZUCYKNVCUUTVWQWQ/?view=visitor,1363310,44,25,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AENO6LESYX52XTNKM7A3YQU3LHJA/?view=visitor,1916363,62,78,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AGD4TY7CBU3MN2JVIZQOTQIMM6LQ/?view=visitor,1132213,171,145,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AFY37GAUKEFUHZMM2YDEQRF5T5EA/?view=visitor,7196454,13,8,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AGNBAPGIH6VOJIHPMHVERMNCAAIA/?view=visitor,557117,238,53,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AF4THSRAFF5M675MEYPKWJJ5ATLQ/?view=visitor,13035342,42,9,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AGTMRJP4H7BXE6DSXPIHUKBVHI4Q/?view=visitor,2913472,11,10,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AEX2G5SGVNUJJWXJ752CQFF4LDNA/?view=visitor,15322,1007,506,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AGK2TO5SXL3INTDWTEFWI5Y63IHA/?view=visitor,42417,1852,145,Public
