page_url,ranking,helpful_votes,total_review,visibility_status
https://www.amazon.com/profilewidget/bio/amzn1.account.AGBBBHZWUPAV545WHZZXPRRAPUWQ/?view=visitor,234906,292,11,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AFDEFG7QRHZJRHBUFCYPRLOQZ4ZQ/?view=visitor,183625,222,63,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AFEFHYMYTLLNNQSMLMRSCA2BWDGA/?view=visitor,8944176,112,1,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AHETEU7LK7KSWWCNKUCJM5KCEBFQ/?view=visitor,1231955,94,16,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AEYXVNK4YCOYWZMM6U5CW7KW6W5A/?view=visitor,913909,421,39,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AEUV6AQJCTBDUXTL5CWQ6ZB7VE5Q/?view=visitor,40444,293,163,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AFEGGIYU2P5K5PLNKFH7W3GJEYMA/?view=visitor,24732,311,191,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AH2C2NB7F6SSYM2XN4YOXYOYDPAA/?view=visitor,492868,72,33,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AGBNEUFCEURFNCQO5O2I2ESIE6VA/?view=visitor,2345235,44,18,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AFM4LFQMCCZPZEYFJ5XP3VMJIMQQ/?view=visitor,7558,368,196,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AEXO6XHZ6QIGVKOJNTYNZLZY4YTQ/?view=visitor,1718106,44,9,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AEOT7SNPNKVX4FMVISQLD5L2VJAQ/?view=visitor,136410,90,50,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AG2STTJOSVO4UNF56D6NF4EPD4PA/?view=visitor,5754179,5,7,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AH6JWEMJ5EFIE3YRDV73SJYQL2NQ/?view=visitor,2403809,18,20,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AHLFQFC25YEBAGD66WGZTSMNXZBA/?view=visitor,6574170,9,11,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AHZG66MLQJ4M63JQHLCYMKPCNAEA/?view=visitor,898665,42,63,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AH7U6GHAMJKMAG4AGQF7NUORQTOQ/?view=visitor,53409,184,164,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AHZDDU4VDG3NMI6HMAX65RZ6M55Q/?view=visitor,929744,50,33,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AGEGMWVZV2ILYYJSCQRSVSXTJPMA/?view=visitor,2987735,31,63,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AH5JLIT4EURWFLFECQSXHQ2XUBXA/?view=visitor,114918,180,107,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AFS25GW7OT2E2XN5EBEVQ6T25Q4Q/?view=visitor,23095,327,133,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AEOQYIIZ6F7RPLOMGIYKRUHHSV6Q/?view=visitor,53152,256,47,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AHUUSU2H2KT6XYGH7YCFMJYYXF3A/?view=visitor,4219533,18,9,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AF6IBO5E3KYLYHOCZ4VPQD7EGE2A/?view=visitor,6403026,9,20,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AGFB2KYEEZ4O4GYVJCZQWAWHWLPA/?view=visitor,286291,193,83,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AFA2C6ZJCQUX3HSU5NXMOIGKOYKA/?view=visitor,2723477,6,45,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AHV3Z2HZCYGBH2LMYVKLQGCKWJ5Q/?view=visitor,1427354,43,35,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AHGMD4VOGGXZ2UQYCWBWNCRNYQKQ/?view=visitor,33912,280,277,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AGTUBA6A7ROA46LR2GFNCZR2CQOA/?view=visitor,771863,26,54,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AHVXZBE2LOOA7JWCWGD6G3J62EXQ/?view=visitor,872313,37,42,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AFPQXYKKBFKVT52GHWAFAB5HGWJQ/?view=visitor,800781,61,40,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AGLGLLDVB5DUOSF7ZT6QOAFG7GEA/?view=visitor,4331507,6,20,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AHYOOOI3DFXVI65552GWXZYQ7ONQ/?view=visitor,2551170,147,81,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AFWITSXM22X3CIWLMAFGIVBJJVGA/?view=visitor,51051,193,62,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AEEQ4XCXVR5EL64BR2SZ6ZNYYGVA/?view=visitor,3404846,16,18,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AEJMJQVYQHYIF2HA2H3LLXWE6VLA/?view=visitor,2401919,24,42,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AHRWXCEWE2JT3OITCCE3YVJKK25A/?view=visitor,11306683,1,4,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AFZDEQKFB5VOZDBTN5762EMGFVWQ/?view=visitor,1967643,49,103,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AEUWWYOALXJC7CGFBZDD2ULDYCJA/?view=visitor,861266,132,109,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AH4HCKXK566M7ZDTW2NT6TUF4POA/?view=visitor,8140702,0,16,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AFAHEQ7ANRNCI37YD6NV25DF5QPQ/?view=visitor,808660,25,23,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AEF4L3M4YBPBMMM3HMNXNOSEV3KQ/?view=visitor,174643,106,77,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AG44C64ICLJ4KFWEMGOXHYUATJOA/?view=visitor,84163475,17,37,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AH7W2OEBZBYZP7ODNVUXLDMWORUA/?view=visitor,2656463,4,70,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AHZIARDV44AGXXKBGMYR5NESIKWQ/?view=visitor,1478924,42,18,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AHAYVXLM4FTVCDBLKI3N3GYAVRJA/?view=visitor,582201,105,184,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AGKQN5EW62MOXXP2XBY3YXY7XT4Q/?view=visitor,1210838,52,24,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AHO5EFQ3TF4RVNY334SWR6GYTKBQ/?view=visitor,39917901,6,2,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AGEZJMNNCQW4445OLOWL6PKVHOHA/?view=visitor,192438,201,145,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AGDZGO6WNDC5F5JHMW3QAVUBN4GA/?view=visitor,1558210,12,20,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AH2YHIPI6P4PHWNTQXBAUVJOIZ6A/?view=visitor,1495603,26,73,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AHJIEMIQTGQGTPS6XIFSOUFBI67Q/?view=visitor,245758,59,123,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AFJTEIVMNLG577JDKNJRXTDSK2SA/?view=visitor,411195,57,33,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AENMALURZV475KXW2RCNHV3IUBWA/?view=visitor,84330888,58,50,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AETP4FDCATCTYPV6JLCJNO237IDA/?view=visitor,986875,52,41,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AEEITTRLKKOZKN7KILGCWUGPYBGQ/?view=visitor,1281720,39,85,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AFHBS6O6COCTE3A5T536LG5ATBAA/?view=visitor,764442,42,50,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AHZN3GRGCWWS3VEW6H7SM2ZUMCEQ/?view=visitor,4833061,2,19,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AF2RR3ED2NJCLYYNAUBC6APCNRNA/?view=visitor,8943378,14,3,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AFFYE6AQRSPYGUN3HK66FMVAGAGQ/?view=visitor,3871423,7,55,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AG6LUHVG733Q23CYVE7NOZQ5WCMQ/?view=visitor,4178130,43,32,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AH5HVJYHQWMMC7WFJQRM3DZ7I3OQ/?view=visitor,1008005,50,73,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AFAOFNK6H4FCIQUHAWOXAIN5Q4LA/?view=visitor,117539,182,127,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AGDANPRAVK4ZSQJFKQAFAUIWM2PQ/?view=visitor,380251,236,68,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AHULSURLN4AHAG3ERQRIQBSX3XMA/?view=visitor,2049161,13,24,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AHC4ZNMQ6LIW46D3QI57QOFP5JOQ/?view=visitor,735782,17,48,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AE4CI6EVXQBH3ASCR42XORA5BQLA/?view=visitor,1337113,87,96,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AHOMZRGAZNROVLTGSC4EC37GPBOA/?view=visitor,2239019,53,112,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AF3BYREQH76KFEM6WL5DHJALIVVQ/?view=visitor,160376,324,149,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AGZFJOD673BZMNQ5UNP5NXE2MHCQ/?view=visitor,6450389,3,14,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AECJVVXNETJYVPWNK2D4CH2P3LIA/?view=visitor,466295,78,120,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AHV6QRO2MTBMXBM4BQBOU4HIAE5A/?view=visitor,83925224,7,16,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AGFPVF7BFMZQ4DL5TV43PCZHF5DA/?view=visitor,4198096,3,21,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AH6IADFUDAV243KGP2MVN2MONGCQ/?view=visitor,262451,245,118,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AFJ6PMMCPFRYIEHWHBF3OMAZIIDQ/?view=visitor,245221,56,112,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AE3FP3YJHLBBXTS7DXZQ6WJUJT3A/?view=visitor,2161126,52,27,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AGNRPODSJ5F7ZCKPBK3TLDPZWTTA/?view=visitor,1356503,15,26,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AFRJ5IHLBKGFRQBEWBRG6UQ2XLPQ/?view=visitor,2455692,189,92,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AFEMJEZSCAZWHKEM3ZWN42KXFTEQ/?view=visitor,5734710,13,14,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AHSUDZIOTQPDWOXMD7EWAPZWYXAA/?view=visitor,726638,35,81,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AGGR742MZWC65DMBQRK7JE3R4GQA/?view=visitor,1542682,33,48,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AHXS5F6YCMY4HEDIYPPQ3IBDR2OA/?view=visitor,2879341,10,27,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AHIVRMGJO772PJ4PIRR7AGXRD3RA/?view=visitor,16950001,0,11,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AE4S6ZWVPTQRAMYITMQEUIWIYBXA/?view=visitor,4488047,20,56,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AF7TL7R3GI4BE5OWHRLTDQZHLZ7A/?view=visitor,84489796,19,46,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AEENX2DMOYPFQVHJMOWIKNL5PF3Q/?view=visitor,6777168,5,34,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AGISZWMPZEALTBEOIUIKE5BUPSIA/?view=visitor,3894051,5,25,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AGG3LLILZEGKCA4SAS4Q7X2Y7ISQ/?view=visitor,6747794,1,20,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AFXXKHDHZU36UMMG7YBNMMXDS3SA/?view=visitor,717849,9,127,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AH2YWUPBAOOGS5POWW6YWYNLS2ZA/?view=visitor,4213029,3,24,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AGWKCASOVB7TSEXD7XTRK4TPVOYA/?view=visitor,3811889,4,43,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AENPWS65SACBD3VTRQYVFP6UU7QA/?view=visitor,66698,163,75,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AHLDZCALKCHQ55Y4TZF62AUS5VRA/?view=visitor,318543,30,114,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AH5J53RQCWVLXCK2DZVDI23H2FXQ/?view=visitor,84457036,30,70,Public
