page_url,ranking,helpful_votes,total_review,visibility_status
https://www.amazon.com/profilewidget/bio/amzn1.account.AEB7DPTC4XL2BJ5LQ5WJAAMF6FFA/?view=visitor,816212,419,8,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AG5MVTPSUSVOA4IT3PLMIURMAQ4Q/?view=visitor,10171320,218,73,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AGIEOWHE2L5SOP5TKU2KX7RC3DZQ/?view=visitor,2932860,634,91,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AFMGFNEFO6N5X6VRRI2ZWAWNLJ2Q/?view=visitor,29455,120,7,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AEHOFOJX3CRW4JBXOVFCLDOVNNYA/?view=visitor,1959762,69,2,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AHD3T6RIL464A64Z44BZDLMPELXQ/?view=visitor,3977534,50,36,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AF3JZRDO2I3QQ7RZG426MPD7YLEA/?view=visitor,83643354,84,98,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AFW5VWICHVVXWDNBUEJC4OP5JATA/?view=visitor,8859720,304,178,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AF574ZAB72JO3TODUBHKXV3YKUKQ/?view=visitor,194339,35,30,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AGFFU32FAEGNWUPUZWLRZJXDKCDQ/?view=visitor,665507,11,8,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AEGWEBVW2UNSYN4SUHSQILPRMQVA/?view=visitor,1872497,29,34,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AGLSRNDVR6NHLVDMGW5Q3JJF5FCQ/?view=visitor,138482,72,142,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AGTYZSFJ74Y3PWGWE5FXDQQGFFJA/?view=visitor,1092879,44,40,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AEPIGLBBU4UYDR4J2ZO7HNIYN24Q/?view=visitor,3577010,39,53,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AH6QYD53DHN76TKT42QTGNCC7TDA/?view=visitor,1235579,273,187,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AG5MOP5BMK3B5GJLC2MJSGSQPYPQ/?view=visitor,1991565,35,29,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AG2PTUXLKDZWHXPHJJHSKXHJ3UXA/?view=visitor,872033,17,27,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AHB53SNFMN37YVTWJEMHWQUX52DA/?view=visitor,1032921,7,7,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AFHX5MRAJICQYJYR3Y33U5A2D7QA/?view=visitor,755478,404,73,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AFJGH6QFOWLUG4EIHNE3XNMKQL7Q/?view=visitor,25044718,6,9,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AFWHV6JKJBJ225GUUPDQ2L7AEDPQ/?view=visitor,84149903,14,10,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AECVQ3NB4RN4GM3UHJIGIXCOMMMA/?view=visitor,707772,48,22,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AGKVNJN5MAAWIIU7QVU3ZSEKPRXA/?view=visitor,1240271,17,33,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AGVMSJSMJJN3O4DNSWURRHUITPUA/?view=visitor,2939049,465,71,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AERQ7OEUFUA47JUEJK5GYHJXKM5A/?view=visitor,522748,899,577,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AELXWHXSEYTVQEM6FYKBTHBKHV7A/?view=visitor,237142,1,39,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AEHDG624DYIILS6676KYCLLKFDKQ/?view=visitor,575111,19,30,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AF7YIQQUQOLEVXB2AHFPI5CQUVGQ/?view=visitor,2582337,82,74,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AE3YYGDICOXMFUUDBJL4YJOLBX7A/?view=visitor,1490974,42,95,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AH2ZG3TSKNXYA5Z5SGBOF6HKSPKA/?view=visitor,3917129,738,73,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AEB27BWHQYCUB3YMPENGL5U4ZJDQ/?view=visitor,2041127,39,32,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AECQQDZAQSX43BQCIROHDPHL2UQQ/?view=visitor,2933465,48,69,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AEJZWAVTTQS2E2B3HJ4EWZIXGHLQ/?view=visitor,1175165,9,7,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AE7UUL7TFJ77CT7ADTFL5ND2DDMQ/?view=visitor,863620,24,37,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AFWJZYSLWMYSGPFTIBTNFRZMW6RA/?view=visitor,5030151,14,23,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AH6IQPLMM3XYZL3GH4HXMTO3VR4Q/?view=visitor,144011,154,72,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AFLZ7TP6TUVPD4LRH7HWR7CK6MXQ/?view=visitor,3825044,3,29,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AFXEYS5XHAOFJ2CABXKLB4V35TMA/?view=visitor,782791,3,1,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AG3BE5TTGNKYF3VXVFFDXB5L3CPQ/?view=visitor,131992,11,38,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AGEAYVLVTCWW56QQUIVZQKLJD3IQ/?view=visitor,5125674,15,39,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AEPIM4JONLPJCTRAOVOORGN735SA/?view=visitor,7735036,219,59,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AE2DEDG7HIL3XEPCXG3JALD2ADXA/?view=visitor,1429687,16,28,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AENXPVO6EWU5U6VFB7K3AS7SOBFQ/?view=visitor,3594340,48,64,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AEGBYNNUPGA5U64FZCVVGJDDC2RA/?view=visitor,444713,273,172,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AF6REBZATIO2JVSY2BFEN3M5VU3A/?view=visitor,734632,50,121,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AF34PHBCUFLSVM44M643HUJGOEMQ/?view=visitor,2415275,2,46,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AF7EPZ2ULORBGI7HESICQDO7PMGQ/?view=visitor,10498316,39,95,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AH32REZ4RV5PO72GW6I4XV6G4PFQ/?view=visitor,12402072,235,227,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AH6KUFCUDRQCZHUGA66643GAUMPA/?view=visitor,3304095,1,53,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AEN2ZPABB75TWUWLAQDAEXJEZM7A/?view=visitor,1219922,2,38,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AGO7QS33BIVR6WKRVTSFPEHNLEQQ/?view=visitor,6917864,22,108,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AELQU4Y6RVN2T6XBTC7J4KDROQDQ/?view=visitor,89283,189,262,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AHP7YKWPKIVIUR3CJVBENVJJ6KNQ/?view=visitor,304286,48,103,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AEDWQHLFHUGMRWIZCU3BLPIO6MRQ/?view=visitor,3534661,65,47,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AGKU6OTPLHUFMEUZQCKLLC7SU7HQ/?view=visitor,152772,91,169,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AGQOZ3BHIOOUQ63ZYWT7TBMZTYSA/?view=visitor,1691529,118,122,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AGDQIHPW3CYMQ74NUJKT6JSMUBHA/?view=visitor,6924927,34,22,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AFTPRS3NRP65AKDL7IQTUHSRNVEQ/?view=visitor,2529811,35,130,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AFF55MBLHEIGXM34IPJVMTBL7LCA/?view=visitor,162646,3,6,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AG4YNMAPRBDSF5Z6LPZYXX2WL7SA/?view=visitor,955106,108,101,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AGMSRXNXBF3ZNUXRDC5BTVL4XBOA/?view=visitor,614678,2,23,Public
