ranking
2457180
999622
4609918
1413992
921300
22476415
10771209
1693226
249493
1148021
78981174
11909715
3256877
1702115
10867377
4107211
2542534
62593673
1594706
72181
2718437
419147
148721
4690675
947988
2053866
1991527
1404440
16114069
62593673
2896647
37982714
4466841
24383183
5750258
6902167
5320533
2547615
293977
789032
3663761
880696
1195370
10348718
4432490
492947
2734607
78950927
1315458
44055248
1123604
8646212
13432
2839580
1613701
734766
4032424
62593673
5345044
1215603
3471907
2028483
55924
1264722
10443100
3398582
78553262
737573
3768301
8188608
675498
1496551
1996118
1460954
5666069
4673987
78853954
546238
78992
62593673
62593673
843894
""
3451934
150291
153071
2317358
5141423
2548198
21693729
625854
1673070
41109430
78735515
10554188
2583494
2017620
133213
2364324
2827852
4944064
12685254
78909263
3591682
939086
78982850
171282
9796889
5464359
1141413
2140700
631020
1210010
29470721
1466808
1997602
1656960
2923819
19750973
23278749
4743329
25851802
4275777
5186249
397844
977229
3631005
1111461
1446945
10381017
4357379
457702
8487
78987162
566233
62593673
274012
8220089
5368367
5229573
1228592
1713763
1861643
6258603
1386623
78155010
62589945
78419966
62593673
23186018
78992
3134638
6286361
79019947
6604392
1497155
62593673
578801
1375870
5411551
2531323
13675461
17003991
823510
900627
43217
671197
62593673
38292475
14617010
6688178
78444220
1238192
6071899
8149745
4230125
362397
2189957
62593673
932104
2843873
1483191
1201402
62593673
10313396
144560
1278572
15672745
323914
79022374
15934241
5690158
173214
201237
79017998
814732
12392757
78415392
28423716
631379
3123746
1576785
844347
70151
8255992
8647851
679300
5050174
8500287
3591942
10356994
62593673
1475823
3659841
78987905
1554025
960365
18789181
3958122
1456254
1396097
7636465
23824330
21609945
3850900
1937630
770333
267038
9004831
1309195
2714920
467717
387563
6411601
982582
1183954
3893662
7807284
207224
4521543
152325
28141120
4753712
5391474
32709384
1261029
10427405
62593673
11251330
121694
11972093
1483151
1692303
5794688
9828617
2031786
4995180
5750168
7933063
78705586
62593673
5195554
41391850
605685
7089139
12211748
28163183
29297249
3442343
201237
4104640
62593673
760797
62593673
62593673
314598
16728356
2322206
323679
39158089
93575
44623
2376138
62593673
2007006
62593673
62593673
477765
19584988
4736373
1186513
1206743
2778356
62593673
1115976
20083352
7958159
3645385
283237
78844043
36295671
172233
613756
181992
10905985
4008583
742054
914452
78992
7374474
334225
2354745
1567531
224804
45903021
2253645
62593673
1441014
46990
62593673
2460655
2324900
2370855
199891
448785
21066124
388989
62593673
62593673
19335927
3508826
544399
4654062
6216201
1025234
3227505
3619090
5675794
917599
24392671
7202682
839001
29372794
3343016
1380887
13028
78969815
2905784
1449918
4757828
5134321
17838816
2440426
4719594
78426287
2069600
6891148
5657631
62593673
2287395
3046583
7815111
6777245
1606749
445072
190573
50709826
13735963
62593673
43852220
16285831
49594426
62593673
1420829
133947
889924
2624523
2378666
445526
5987750
8684777
31985708
2177538
9661
5335795
31054994
479018
4039904
119573
2803284
4784811
32181357
5948088
7137765
3726480
1176818
46898250
16637369
15582838
681818
62593673
20280062
31683
1117752
17804863
79023725
12221228
15759427
4122424
8574200
1026630
2633434
2896993
27522042
62593673
3585572
432099
36101313
13514220
15567891
32632860
17398261
379965
25501879
62593673
78989021
6789860
882431
62593673
707775
1421354
1155700
10347674
920101
24417192
57253
1137806
1140125
3343841
9018335
9255539
788410
31614078
62593673
11659123
17296068
17190795
15241113
1661647
988474
2048631
17653175
17343576
30523414
3967786
9285119
3207752
944175
119573
8706851
13101591
2592809
216866
62593673
5081619
7590138
5255800
5139534
25695639
10100536
1362250
1915960
6374510
2596493
10417782
19683495
62593673
2037364
1635174
592498
7372987
62593673
817491
8818926
62593673
62593673
336404
29768727
5939649
20700243
62593673
4150845
62593673
8436236
12208159
28874675
10681938
15339778
1026892
2090830
78953539
4309211
10228184
1931690
838472
34263031
39744677
62593673
849905
3726921
8431746
2793754
37735796
7374750
41679233
2045693
18463786
13387347
62593673
62593673
9246815
27879076
16407496
23112073
18299841
62593673
76131
12694747
2322542
8613853
13068578
2029227
68197
529172
22110697
78925723
8748675
62593673
62593673
8887597
1014874
10133726
3530189
29220863
6068379
1103245
47443541
10977581
2004089
1826677
407282
6814343
2097071
9104666
8892519
10169139
1209166
2849198
2243623
62593673
13101583
6867133
10434146
856896
62593673
5484820
1891978
62593673
655305
65855
3915419
62593673
3298139
3670984
16948988
7056535
327726
2500419
13964880
9025045
598033
62593673
11611517
7564753
1090242
11348349
62593673
2107144
2097272
36557441
6339301
62593673
24693242
8402408
11973770
11652683
47314460
3449074
5103925
625457
2134276
50261355
16028199
62593673
38774679
2343828
1056991
5109113
78807181
16881305
13911143
2784039
33731310
3116903
7476338
1073658
3752362
4443058
587520
1378554
6543571
28718943
20381226
2153383
5500649
1777942
32880990
62593673
78908403
5497372
62593673
1083528
3399549
738879
7903137
5386358
7457655
5952751
17754680
1170435
78745923
62593673
7925631
26067738
62593673
4709913
5077548
9536568
78699706
11159651
14176188
487353
947169
5804213
319863
4207274
12635338
22247722
3759948
558864
62593673
1261735
3894904
29149752
251763
9066678
18979209
8841902
24918557
4355004
11629068
10467746
62593673
5599599
62593673
12110268
797572
4817042
4813535
62593673
46253301
515727
9312970
7116066
3620196
78283653
466185
3239297
477857
2579426
4295354
51421
29321994
4960791
2384989
916813
39381965
47860922
511848
31408410
352704
17825560
4029711
5249549
561155
4123158
62593673
8776010
1090617
2771926
49087197
1276491
62593673
15468046
62593673
4921283
6099984
15292480
35286719
20434278
4652519
815724
35722074
31585150
27600910
27908310
62593673
2341803
62593673
10204997
6489733
1089719
425051
4350984
877976
865496
5630352
324104
1348991
3222076
62593673
17131775
2320294
6960946
11906723
1007122
2462424
14677129
1102668
645628
2634156
10123037
18208905
3002748
22078165
1495050
604022
62593673
1699958
1980635
3243167
2059147
33696781
1966210
3211386
646389
7121000
62593673
62593673
62593673
2545517
25336871
59205524
294768
3111163
17432630
3312757
6486254
1147735
54713
4880941
1165756
62593673
8361697
626015
2955161
18776250
9738316
26072040
17848970
62593673
4372669
62593673
7575502
10403462
2325693
691411
5165402
5084547
13919651
114463
1717398
11749483
2722410
17812898
1567318
599035
41626483
2160702
78298872
3193223
10973766
7223527
2442622
3530189
62593673
62593673
1555849
13819543
27161932
1008553
1073658
2468664
62593673
10298386
6187712
15942864
13707251
5314898
11332320
24158557
8262849
10163321
13853309
28826157
864408
11005660
12737970
62593673
2040220
7182156
27732400
7302668
2468664
4508070
3157238
636254
31277446
27872116
27858425
62593673
62593673
1007122
300143
34505
1234708
1401326
27975011
45137169
62593673
5687023
27985522
8875658
5923869
4734933
62593673
44103575
24131073
1501216
10954429
1166985
4662324
16779643
9687759
9977898
5417919
1936492
2042384
22213211
12089774
9244951
24529000
1109745
1109745
991462
26660682
5464359
10041850
9332136
2413849
27481274
50459608
62593673
2407771
184243
58630374
5108211
78788908
1631867
8988521
14622239
5056692
78924770
7381322
1524381
79006844
3586908
8021158
1501216
6613679
31574156
24131405
62593673
1305957
176458
78789581
8254871
237946
7688612
78952447
76131
7044934
14016626
47504669
25577995
62593673
2535159
111997
5108211
7499181
62593673
9883586
9219381
6250587
5815976
12541240
24577496
54438940
9034798
62593673
24148576
4466468
6638575
7321435
5477820
7076996
1709135
62593673
2833941
11816397
8814587
13423234
4971747
358942
18641304
78551845
20327661
456903
891763
253675
5613804
11807895
62593673
467254
1760996
1493313
2239693
786654
35624357
10262816
968313
1779992
37338452
2354589
4764327
9632114
2722410
1301381
14165991
43728
10346112
4415337
24924841
17825560
10577137
25003075
16188997
14016626
2588599
2778093
8733294
862172
8220041
9307082
78486467
18897204
11865001
15808191
5821841
78355709
1537227
20926756
166002
624349
16870244
45541132
8188277
8470193
2833941
62593673
8344129
25225489
41035893
10153460
17234071
14743859
38827912
32148459
9347513
9347513
26655588
4086765
40553472
5667745
8066771
22260817
28917949
24221724
18104052
17800398
19843416
7669074
7331617
14082335
14082335
3224251
5263345
4356306
11292727
18692867
18665847
27495946
2915808
10691102
15156730
11005660
4891683
966540
17214476
20327661
8492982
62593673
10715864
3780633
10548732
41983331
1160253
15584034
13514510
62593673
4471379
18764684
12370932
3060069
4227709
78921871
1139947
17029485
12590572
1493496
25740646
14979005
16807899
11448122
62593673
43616838
16855413
8757010
19394852
12626464
41032960
11197076
38734836
5708776
18479705
5560103
20908234
18889805
29591912
20515144
32718371
9977038
22870101
42922913
10478165
29609551
5787122
3340579
18449699
21542787
37974467
33383132
11336396
32718371
19744382
8757010
5121232
36765716
38036378
17736349
62593673
12157508
37098239
62593673
27887753
9051286
19232436
30678120
33360806
911785
27002267
41837412
20160321
10451348
20569911
27914172
8246667
14771196
8655956
19028428
13413397
19028428
68633
25006613
54078412
11391091
32242783
43547012
32344139
29843202
25809979
57613887
29862021
32860401
7388580
7035358
8269261
1400
43364496
33266085
19269937
25890351
50831229
55027484
26655588
78967956
43421438
37186364
30365823
51000316
476126
104641
36031905
394556
34452813
48911084
31523823
1826259
47529668
11336396
78128450
3248352
2928987
7995133
20821913
1311034
39069435
31453922
1067022
78473601
5810445
36168393
49709366
94640
43547012
1234708
15173419
12181530
54495471
15849101
18304763
15484255
35386675
15013741
218123
42380058
9239941
5088920
29673
19695123
2996
666318
2047179
79012187
203931
3913905
3617319
48476246
812418
469642
1489337
1371
3519378
328462
30490488
4244621
1475755
29813344
6980314
226
62593673
3763519
844312
348618
19620860
234160
35961586
4434742
929566
34133090
22604475
9290479
202039
44336481
6631089
3725376
3791523
19349374
58778333
47689712
3664630
856515
2921676
2512636
78588380
5648936
42083067
557477
26051127
14122555
10934140
1256234
44180999
4993376
13913854
78676991
28897806
912
896377
7733243
1508468
55048068
19380848
1311698
3317573
4371301
1150877
4037040
92732
811062
37992711
626246
6398206
5774242
1169015
10535947
78400535
6738657
9190867
3891664
51406692
78431870
1470927
50436175
114463
1120602
2808366
17942
23089173
37163994
3947745
62593673
1348991
34062850
17265848
17942
78667696
4370764
6558004
586782
6018251
56139520
39867267
14193450
3720595
2682928
43842236
21858697
3502964
79028072
50921518
78896389
4443058
481588
8304346
796159
882732
62593673
6070864
12488159
13536411
3521810
3623384
2145752
2701487
78177874
18382272
47409688
62593673
31111771
1321393
3080834
19232925
45120122
10317094
1971623
995098
29810764
536218
5033988
13083932
34131163
3339653
45120122
1770105
30685630
51941232
7423479
35993975
655429
16886131
27327660
2470872
48844271
12132306
51941232
30837762
1723124
29336927
5793078
48250286
48398994
15530534
16938132
48285882
44685188
31433652
56302936
62593673
8618336
49168137
127064
14770335
285112
28533
62593673
160955
27063826
7443859
1117632
4753452
1783541
3801734
1565663
3348955
62593673
2113
17416819
12935789
273260
14732948
414166
57937406
78985775
3032
2389070
824432
10255502
698734
137756
1379945
