author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,,helpful_votes,total_review,visibility_status,ranking
Bryan Bastilla,/gp/profile/amzn1.account.AHXZ42MWDQMFUVTIT53XQIRAHZEA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 4, 2016",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,4.0 out of 5 stars,Kids love this app.,Four Stars,Verified Purchase,21 people found this helpful,,22,12,Public,82827677
CiggyRN,/gp/profile/amzn1.account.AEYHYC2X5VCWHZTZQD7FB2V2LLBA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 16, 2016",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,4.0 out of 5 stars,Moves a bit fast for 3 & 4 yr old. Cute graphics,Fast mover,Verified Purchase,36 people found this helpful,,308,104,Public,2077682
Shyanne.,/gp/profile/amzn1.account.AEVCI3YY2IDLSNOI6FWCMYDXQDSA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 25, 2021",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,5.0 out of 5 stars,Fun game for toddlers!!,Fun,Verified Purchase,3 people found this helpful,,9,18,Public,83188144
carlos munoz,/gp/profile/amzn1.account.AEA5RCZI2OUJMVYW5BBST3ZFCO6A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 13, 2018",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&pageNumber=21&reviewerType=all_reviews,4.0 out of 5 stars,Ok,Bueno,Verified Purchase,29 people found this helpful,,99,74,Public,83395564
Sebastian E.,/gp/profile/amzn1.account.AEZRBIACEDJQSYPJHUVGJZZYXHZA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 5, 2017",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews,5.0 out of 5 stars,Kaleb would give it 10 stars if he could!,PJ Masks,Verified Purchase,6 people found this helpful,,6,1,Public,82554129
Amazon Customer,/gp/profile/amzn1.account.AFCZDSTY2CIOFPDRLPK24MFPNKFQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 14, 2021",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews,1.0 out of 5 stars,"Irritating game, too hard to toddlers.",Wasn't that wild about it....especially for toddler,Verified Purchase,17 people found this helpful,,89,104,Public,586024
WVMama,/gp/profile/amzn1.account.AF4ZAK343TLPHMXSKU5HYTSYEKAA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 22, 2016",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews,4.0 out of 5 stars,Easy and nice game for kids.,Nice!,Verified Purchase,30 people found this helpful,,194,96,Public,1716902
Libba S. Feierstein,/gp/profile/amzn1.account.AGOACLWXMBKC34BZDU7TAFGRUNQQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 20, 2017",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews,5.0 out of 5 stars,Fun,Five Stars,Verified Purchase,24 people found this helpful,,58,161,Public,23574686
Frank Glenn,/gp/profile/amzn1.account.AFXFGZP7BVDVIQ2HORH6U7IUVPPQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 26, 2019",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews,3.0 out of 5 stars,My son likes it,Good game for a kid,Verified Purchase,8 people found this helpful,,12,18,Public,83139762
MARCUS L. BROWN,/gp/profile/amzn1.account.AEQDLHTWUDBBRX7YJTUMDQAME3BA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 18, 2018",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews,5.0 out of 5 stars,Ok,Ok,Verified Purchase,24 people found this helpful,,144,169,Public,1771395
Jeremy kurtz,/gp/profile/amzn1.account.AHGI57YOZ3JN6QDFJCUTLYNNVSIQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 17, 2019",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews,1.0 out of 5 stars,Worse cartoon ever,Dumb,Verified Purchase,6 people found this helpful,,505,87,Public,83744933
Darci,/gp/profile/amzn1.account.AHOWM4EGWXFTJR4UHOPZB4IMXLVA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 5, 2019",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews,5.0 out of 5 stars,Entertaining for a few days. Typical kid lol,He liked it,Verified Purchase,14 people found this helpful,,26,49,Public,83549037
Momma Thomas,/gp/profile/amzn1.account.AEDCVIOC5GFFR63TVJF2IHCPKZHQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 4, 2020",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews,5.0 out of 5 stars,Toddler favorite game,Game,Verified Purchase,25 people found this helpful,,42,20,Public,83345025
Nicole,/gp/profile/amzn1.account.AFIHHLBSODMC7JDMV6LIF7WJTBQQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 10, 2020",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_22?ie=UTF8&pageNumber=22&reviewerType=all_reviews,5.0 out of 5 stars,Fun little game to play with my toddler,Enjoyed it,Verified Purchase,7 people found this helpful,,30,32,Public,8862951
Grace S. Margain,/gp/profile/amzn1.account.AEN3FYQJON5RLQR4J44LWBBFUWOA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 28, 2018",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_23?ie=UTF8&pageNumber=23&reviewerType=all_reviews,5.0 out of 5 stars,Great product,Great product,Verified Purchase,6 people found this helpful,,97,30,Public,3662773
Amazon Customer,/gp/profile/amzn1.account.AFPBJXUPAI3ESF543JAA2PH3TC6Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 1, 2019",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_23?ie=UTF8&pageNumber=23&reviewerType=all_reviews,3.0 out of 5 stars,Boring,Boring,Verified Purchase,10 people found this helpful,,185,71,Public,1328746
Alyssa liggett,/gp/profile/amzn1.account.AEI7OHVUODFRMGDDEIEFCM2XCHYQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 27, 2018",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_23?ie=UTF8&pageNumber=23&reviewerType=all_reviews,1.0 out of 5 stars,This app is crap,Crap,Verified Purchase,15 people found this helpful,,69,20,Public,83458455
Amanda,/gp/profile/amzn1.account.AHANPV7C535SFQ2KLCBVVLGYPE4A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 16, 2019",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_23?ie=UTF8&pageNumber=23&reviewerType=all_reviews,5.0 out of 5 stars,My son loves this game. Cute.,Cute game,Verified Purchase,10 people found this helpful,,111,159,Public,83609021
A. King,/gp/profile/amzn1.account.AGSZYFZOKYV65YUVEU6XXGXDNYSA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 12, 2017",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_23?ie=UTF8&pageNumber=23&reviewerType=all_reviews,5.0 out of 5 stars,my 4 year old loves this game.  Keeps her entertained when I need to keep her quiet in public places.,my 4 year old loves this game. Keeps her ...,Verified Purchase,29 people found this helpful,,48,25,Public,8399514
m.graminski,/gp/profile/amzn1.account.AF2TLNOAYZDFDWCQEWE5GKFOXSAQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 10, 2019",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_23?ie=UTF8&pageNumber=23&reviewerType=all_reviews,5.0 out of 5 stars,Made well,Made well,Verified Purchase,34 people found this helpful,,49,63,Public,82830177
Arletha D. Robinson,/gp/profile/amzn1.account.AH7QAYNDGT4L2ZANGFMQPTHML6TQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 4, 2020",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_23?ie=UTF8&pageNumber=23&reviewerType=all_reviews,3.0 out of 5 stars,Nothing,Kids liked it,Verified Purchase,8 people found this helpful,,8,8,Public,82837260
Demetria Cedeno,/gp/profile/amzn1.account.AFG24PAXUPVEWCD7KQALDXV7VKWA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 2, 2020",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_23?ie=UTF8&pageNumber=23&reviewerType=all_reviews,5.0 out of 5 stars,My daughter loved it,She loves Amazon,Verified Purchase,4 people found this helpful,,5,18,Public,83060503
MereMoore,/gp/profile/amzn1.account.AE3KBY5FSP3FSKTSYOPRE4HFPRCA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 24, 2020",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_23?ie=UTF8&pageNumber=23&reviewerType=all_reviews,5.0 out of 5 stars,Grandson loves,Grandson loves,Verified Purchase,7 people found this helpful,,503,268,Public,83665486
Cash1222,/gp/profile/amzn1.account.AFKLJKKYKZEMFH36QOWPQCZT2KTQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 11, 2020",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_23?ie=UTF8&pageNumber=23&reviewerType=all_reviews,4.0 out of 5 stars,Granddaughter loved it,Cash,Verified Purchase,22 people found this helpful,,42,68,Public,20279203
Josh B,/gp/profile/amzn1.account.AHO2ZRYNAFL63PSCF45FL2KNQTKA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 22, 2019",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_24?ie=UTF8&pageNumber=24&reviewerType=all_reviews,5.0 out of 5 stars,"My son downloaded this and says, “it’s my favorite game so far!!”",Favorite game,Verified Purchase,12 people found this helpful,,13,10,Public,82800442
JasonG,/gp/profile/amzn1.account.AEHVQEYFL5WYB5PC6CUCUJPZEJJQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 23, 2020",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_24?ie=UTF8&pageNumber=24&reviewerType=all_reviews,5.0 out of 5 stars,"Of the different PJ Mask games I've gotten for my son, this is by far his favorite. He plays almost every day (when he is good and I let him). Recommend this as its an easy game for kids to understand and has their favorite super heroes. Come on parents, get this for your kids, its time to be a hero! They'll love you for it.",4yr old son loves this,Verified Purchase,6 people found this helpful,,316,311,Public,694991
Julia,/gp/profile/amzn1.account.AF2S6ZNBHV6BNJRAUZ33AUFP66EA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 4, 2018",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_24?ie=UTF8&pageNumber=24&reviewerType=all_reviews,5.0 out of 5 stars,Nephew loves this app. It’s  fun and user friendly.,It’s fun and user friendly,Verified Purchase,23 people found this helpful,,37,24,Public,82990038
Stacy Powell,/gp/profile/amzn1.account.AE5SQP6IMJOJ3WNGOLQWHM3QQEOA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 21, 2020",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_24?ie=UTF8&pageNumber=24&reviewerType=all_reviews,5.0 out of 5 stars,5 year old nephew loves it,Kid fun,Verified Purchase,34 people found this helpful,,50,30,Public,82769081
Tasha,/gp/profile/amzn1.account.AE2VWUVRRR7XLPETBIDEEPXCH5BQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 12, 2020",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_24?ie=UTF8&pageNumber=24&reviewerType=all_reviews,5.0 out of 5 stars,My baby loves this game !,Happiness is the key!,Verified Purchase,9 people found this helpful,,9,2,Public,82684868
rinna,/gp/profile/amzn1.account.AF37JHLRFCRAIFX3ZP4UZ3PEPQAA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 28, 2021",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_24?ie=UTF8&pageNumber=24&reviewerType=all_reviews,5.0 out of 5 stars,Happy customer!,Happy about my purchase!,Verified Purchase,14 people found this helpful,,16,18,Public,4718385
Blessed,/gp/profile/amzn1.account.AF7VUO3WX3XJPQMUL3I7KU7GGVQA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 24, 2019",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_24?ie=UTF8&pageNumber=24&reviewerType=all_reviews,1.0 out of 5 stars,Blah...,Blah,Verified Purchase,4 people found this helpful,,30,15,Public,83280191
Monorath k.,/gp/profile/amzn1.account.AFZ7TVVLSBF4IBPBWWGUSTL5LS2A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 28, 2019",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_24?ie=UTF8&pageNumber=24&reviewerType=all_reviews,5.0 out of 5 stars,My daughter learned from this,I am happy with it’s features,Verified Purchase,28 people found this helpful,,28,2,Public,82834055
Cindy Browning,/gp/profile/amzn1.account.AEZPWLS3KYTGV7QKJ7R5HPLDO63A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 27, 2018",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_24?ie=UTF8&pageNumber=24&reviewerType=all_reviews,1.0 out of 5 stars,I never ordered rhis,Didn’t order,Verified Purchase,11 people found this helpful,,11,11,Public,82966186
Tami Hanson,/gp/profile/amzn1.account.AF3WXX4JC7TE26467IR6JF5VGQNQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 25, 2019",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_24?ie=UTF8&pageNumber=24&reviewerType=all_reviews,4.0 out of 5 stars,Daughter likes it,Ok,Verified Purchase,23 people found this helpful,,56,250,Public,82926971
cateyes,/gp/profile/amzn1.account.AEC3CRYVARLXMQPEDYOKPU7USTFQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 1, 2021",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&pageNumber=25&reviewerType=all_reviews,1.0 out of 5 stars,Sad my grandson download it with out my permission.,Sad,Verified Purchase,4 people found this helpful,,58,39,Public,83773396
Jon,/gp/profile/amzn1.account.AGYYNHEHENGQEW2CW6X2IJT4XLQA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 2, 2018",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&pageNumber=25&reviewerType=all_reviews,5.0 out of 5 stars,"My kid loves pj masks,point blank....",Great show,Verified Purchase,19 people found this helpful,,19,1,Public,82509519
Amazon Customer,/gp/profile/amzn1.account.AGGIGTVE56M27G5AUXNTZZZYBEJA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 17, 2020",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&pageNumber=25&reviewerType=all_reviews,5.0 out of 5 stars,My nephew loves it. He Carrie's it around in his book bag. He is only 2 years old and operates it with no problem. I love it. Very educational.,My best buy for a Christmas present.,Verified Purchase,12 people found this helpful,,13,13,Public,82907280
Pamela Ogg,/gp/profile/amzn1.account.AFPYZETTWC5TBRZV46DSC43AYP7A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 21, 2019",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&pageNumber=25&reviewerType=all_reviews,1.0 out of 5 stars,Didn't order,Didn't order,Verified Purchase,8 people found this helpful,,37,44,Public,83627490
Katherain pierce,/gp/profile/amzn1.account.AFCTPQK6FOD2QPZKJLQYDD36JCLA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 19, 2017",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&pageNumber=25&reviewerType=all_reviews,1.0 out of 5 stars,It's great for my 2years old brother. Brat.!,O m g !!!,Verified Purchase,11 people found this helpful,,11,1,Public,82564014
Amazon Customer,/gp/profile/amzn1.account.AFJ52HRJO24NV55YTAUA6ORSZVRA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 4, 2021",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&pageNumber=25&reviewerType=all_reviews,4.0 out of 5 stars,My son likes to watch PJ Masks so that is why he ordered it.,Good game,Verified Purchase,8 people found this helpful,,26,9,Public,83421488
Aka: Dorothy Jean,/gp/profile/amzn1.account.AFK2LEFS7FYF5T54OBYWA45FFLZA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 21, 2018",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&pageNumber=25&reviewerType=all_reviews,5.0 out of 5 stars,"As a distraction in the grocery store he loves trying to play this game. He cant play well yet, but I actually enjoyed playing it with him.",A little difficult for a 2 yr old,Verified Purchase,16 people found this helpful,,220,96,Public,83451730
Richard Johnson,/gp/profile/amzn1.account.AHVIVOARTN4I7TFFUGL67THD3YZA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 13, 2021",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&pageNumber=25&reviewerType=all_reviews,5.0 out of 5 stars,Owlwtte Gecko and Catboy!!!,PJ Masks on thier way to save the day,Verified Purchase,8 people found this helpful,,18,156,Public,2846641
Allison Freshour,/gp/profile/amzn1.account.AF5RVK3SZNFG2B66W2N3EISAIQYQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 17, 2016",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&pageNumber=25&reviewerType=all_reviews,5.0 out of 5 stars,Very cute,Very cute,Verified Purchase,22 people found this helpful,,38,86,Public,11744299
Casta A.Briones,/gp/profile/amzn1.account.AFWVVOY7X7XCLCKRJI3HIU5OTZSQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 18, 2020",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&pageNumber=25&reviewerType=all_reviews,1.0 out of 5 stars,Too soon to tell,Is this game free?,Verified Purchase,2 people found this helpful,,2,2,Public,82813932
Katee,/gp/profile/amzn1.account.AHLXBOA74MDMOZ2UJTKESGBNWNJQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 27, 2019",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&pageNumber=26&reviewerType=all_reviews,5.0 out of 5 stars,Very happy,Great kids game,Verified Purchase,10 people found this helpful,,215,224,Public,37341
Ruby Clark,/gp/profile/amzn1.account.AGPGBVFNC6ZB3FLQILEY5PB6PUVQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 26, 2019",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&pageNumber=26&reviewerType=all_reviews,3.0 out of 5 stars,Great,Great,Verified Purchase,9 people found this helpful,,39,173,Public,83811932
Amazon Customer,/gp/profile/amzn1.account.AFOND4GZWESL7AJF6DHK5YIF52TQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 30, 2021",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&pageNumber=26&reviewerType=all_reviews,2.0 out of 5 stars,Ok,Ok,Verified Purchase,15 people found this helpful,,402,256,Public,83847634
MountainMamma,/gp/profile/amzn1.account.AHLT6DPUOFU34TEBOUBLWVZ3UTEQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 2, 2020",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&pageNumber=26&reviewerType=all_reviews,2.0 out of 5 stars,"My 2 girls were super excited to get this game downloaded, but found very quickly that you can only play a couple levels before you have to buy the paid version. This should not be listed as a free game. 😡",Should not be listed as free,Verified Purchase,4 people found this helpful,,26,55,Public,83178743
Rhiannon,/gp/profile/amzn1.account.AE43U5JGUDPFYEFGJH574JLVDWPQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 25, 2016",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&pageNumber=26&reviewerType=all_reviews,5.0 out of 5 stars,"this is the first game I've found that my three year can actually play. just tap to jump over obstacles and collect coins. You'll have to help them out with changing the characters- which if your kid is anything like mine, they will want to be a different character after every level. But, it keeps him entertained for a little bit. 5 stars. My son certainly loves it too","You'll have to help them out with changing the characters- which if your kid is anything like mine, they will want to be a diffe",Verified Purchase,35 people found this helpful,,69,18,Public,82738630
Bootsy,/gp/profile/amzn1.account.AF5TKMH7BUEXMI5ZBIV3PZKAGGQQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 9, 2016",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&pageNumber=26&reviewerType=all_reviews,5.0 out of 5 stars,Have 4 yr old that loves it.  Entertains her!!,Five Stars,Verified Purchase,32 people found this helpful,,241,276,Public,45202
Charlotte Acevedo,/gp/profile/amzn1.account.AEVLYG56ZXVYN7ZCEK6VVTRFMNBQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 7, 2020",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&pageNumber=26&reviewerType=all_reviews,3.0 out of 5 stars,Can only play like 5 levels before it tells you to pay for the rest.,Fun game though,Verified Purchase,40 people found this helpful,,360,149,Public,83493008
J H,/gp/profile/amzn1.account.AFDYEJZG2J2WJXJN2GC6KCTR4TMA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 10, 2018",0,,https://www.amazon.com/Entertainment-One-Ltd-Masks-Moonlight/product-reviews/B01GG7JB28/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&pageNumber=26&reviewerType=all_reviews,4.0 out of 5 stars,"Grandson likes it but finished the levels quickly, so needs more things to do on it or more for 3-4 Year old","Grandson likes it but finished the levels quickly,",Verified Purchase,10 people found this helpful,,27,56,Public,5594287
