author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,helpful_votes,total_review,visibility_status,ranking
FuriousGamerMan269,/gp/profile/amzn1.account.AGSZUIEAL6CHBNIR7RSNRFGJNRTA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 1, 2015",0,,https://www.amazon.com/RobTop-Games-Geometry-Dash/product-reviews/B00EDTSKLU/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews,5.0 out of 5 stars,I'm so speechless of how AWESOME this game is. Just plain ASTOISHING😄😄😄😄😁😁😁😁.,Speechless,Verified Purchase,2 people found this helpful,17,10,Public,61447373
BagOfLips,/gp/profile/amzn1.account.AGHCRKQL3U7A3ICJYNJHULWA6HIQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 12, 2015",0,,https://www.amazon.com/RobTop-Games-Geometry-Dash/product-reviews/B00EDTSKLU/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews,5.0 out of 5 stars,"Geometry dash is a fun, crazy, exciting and mind blowing game. I have the paid version, which is awesome because you can create your own levels and download the music. What are you waiting for?","just ridiculously fun, addicting and challenging",Verified Purchase,One person found this helpful,3,2,Public,62871456
Rero 78,/gp/profile/amzn1.account.AHWZTUBOURDLTSODPR5ESIS6C7NQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 1, 2015",0,,https://www.amazon.com/RobTop-Games-Geometry-Dash/product-reviews/B00EDTSKLU/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews,5.0 out of 5 stars,It has alot of great levels and I has no redemption! I'm thinking of even making an ad for this game on TV!!,Great game!,Verified Purchase,One person found this helpful,5,3,Public,56988651
best game ever,/gp/profile/amzn1.account.AGPSSVGITW5HAAQMIN67KZXIMNTA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 9, 2014",0,,https://www.amazon.com/RobTop-Games-Geometry-Dash/product-reviews/B00EDTSKLU/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews,5.0 out of 5 stars,First off I love this game it's amazing fun to play sometimes frustrating but it's still worth it all the people in the world should get this game it's the best game in the app store right now,I love it,Verified Purchase,One person found this helpful,1,1,Public,75221772
Saul Aviles Ramos,/gp/profile/amzn1.account.AGUIS3LMTXSYQYCZJ5EOYR7G6GXQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 17, 2015",0,,https://www.amazon.com/RobTop-Games-Geometry-Dash/product-reviews/B00EDTSKLU/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews,5.0 out of 5 stars,"Recommend it,buy it when you have a chance.",great,Verified Purchase,,64,9,Public,54832026
foo,/gp/profile/amzn1.account.AHUBZR6SZQWR5JTADRLOI5LJ7VUA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 25, 2015",0,,https://www.amazon.com/RobTop-Games-Geometry-Dash/product-reviews/B00EDTSKLU/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews,5.0 out of 5 stars,"I love this game I have already made 2 levels and I've only had it 3 days I absolutely love this game. The game also has more levels than the original game, making it way more fun",AWESOME GAME,Verified Purchase,One person found this helpful,1,2,Public,63770309
Kindle Customer,/gp/profile/amzn1.account.AHSFFTBOBPLHBQ6HWGZGPQ3VHLMA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 2, 2016",0,,https://www.amazon.com/RobTop-Games-Geometry-Dash/product-reviews/B00EDTSKLU/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews,5.0 out of 5 stars,I love this game,Five Stars,Verified Purchase,,1,3,Public,56645487
Kenrick Eagar,/gp/profile/amzn1.account.AEN57N3FBMLABEGUCEPM547ALKMA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 24, 2014",0,,https://www.amazon.com/RobTop-Games-Geometry-Dash/product-reviews/B00EDTSKLU/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews,5.0 out of 5 stars,This is one of the coolest games I've played! You should totally buy this game it's worth it,AMAZING,Verified Purchase,,3,6,Public,61979577
marilee,/gp/profile/amzn1.account.AFUGH6PFVFFOK4VV66IUR24QKU3Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 27, 2016",0,,https://www.amazon.com/RobTop-Games-Geometry-Dash/product-reviews/B00EDTSKLU/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews,5.0 out of 5 stars,Love it. Can't wait for next update. 😎🙋. I need da creeper face LOL.,Love it,Verified Purchase,3 people found this helpful,18,5,Public,33998530
A Frequent Customer,/gp/profile/amzn1.account.AGTCFVUKZY7C5RN2YUW36ETHABEA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 18, 2015",0,,https://www.amazon.com/RobTop-Games-Geometry-Dash/product-reviews/B00EDTSKLU/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews,5.0 out of 5 stars,This game is the best game ever!'You have all these cool levels that you can use'I recommend this game for everyone''''''!,AWESOME!!!,Verified Purchase,One person found this helpful,58,7,Public,29427536
tashi,/gp/profile/amzn1.account.AHDOWBLDEROOFMJGXWY7ACJMX6GA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 8, 2015",0,,https://www.amazon.com/RobTop-Games-Geometry-Dash/product-reviews/B00EDTSKLU/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews,5.0 out of 5 stars,LOVE THIS GAME,angel_143,Verified Purchase,,3,13,Public,23075360
jack,/gp/profile/amzn1.account.AFSGZPX4M4GCX5KDE5EO4D3NR7QQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 7, 2015",0,,https://www.amazon.com/RobTop-Games-Geometry-Dash/product-reviews/B00EDTSKLU/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews,5.0 out of 5 stars,it's a good and addictive game to play,It's great,Verified Purchase,,9,8,Public,59270312
Amazon Customer,/gp/profile/amzn1.account.AFCQMLZNZQT7DCXH2TSIJJOH4XDQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 9, 2015",0,,https://www.amazon.com/RobTop-Games-Geometry-Dash/product-reviews/B00EDTSKLU/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews,5.0 out of 5 stars,I think this is a great app and it Is so fun,Yay!,Verified Purchase,One person found this helpful,1,1,Public,69426746
wwingnut016,/gp/profile/amzn1.account.AFG2RTQRC4A6DE4SIR2WTODDMFMA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 22, 2016",0,,https://www.amazon.com/RobTop-Games-Geometry-Dash/product-reviews/B00EDTSKLU/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews,5.0 out of 5 stars,Great game,Five Stars,Verified Purchase,One person found this helpful,4,11,Public,19884139
steve,/gp/profile/amzn1.account.AGCCXOCJAXZVIB4SIFI3IEHVC6NA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 31, 2015",0,,https://www.amazon.com/RobTop-Games-Geometry-Dash/product-reviews/B00EDTSKLU/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews,5.0 out of 5 stars,This game is so awesome its in my top 3,awesome,Verified Purchase,One person found this helpful,1,1,Public,69222537
Vanessa James,/gp/profile/amzn1.account.AHUJLPTUBZ4OFL5Z6U5M2QDLTI3A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 21, 2016",0,,https://www.amazon.com/RobTop-Games-Geometry-Dash/product-reviews/B00EDTSKLU/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&pageNumber=13&reviewerType=all_reviews,5.0 out of 5 stars,Awesome game a lot fast paced action so it can be really addictive.  Not like some games but you should try it. (From my son - age 9),Awesome game a lot fast paced action so it can ...,Verified Purchase,One person found this helpful,4,4,Public,16430093
this is so fun and easy,/gp/profile/amzn1.account.AFO7CYOLYHPMYFVKEH3LDEIYATEQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 10, 2015",0,,https://www.amazon.com/RobTop-Games-Geometry-Dash/product-reviews/B00EDTSKLU/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&pageNumber=13&reviewerType=all_reviews,5.0 out of 5 stars,Geometry dash is a very good game but for me it doesnt give me user coins im supposed to have nine but it dont give meh ma USER COINS,Best Game Ever But,Verified Purchase,One person found this helpful,1,2,Public,67757426
IT WAS GREAT,/gp/profile/amzn1.account.AFUMOIVP4Z45MARVA2N6N4DSA2JQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 8, 2016",0,,https://www.amazon.com/RobTop-Games-Geometry-Dash/product-reviews/B00EDTSKLU/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&pageNumber=13&reviewerType=all_reviews,5.0 out of 5 stars,It is the best game I have played.,I love it,Verified Purchase,2 people found this helpful,17,5,Public,49742133
Susan P.,/gp/profile/amzn1.account.AHFYSV3IGUAIRPMGR4TFGXOIES5Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 13, 2015",0,,https://www.amazon.com/RobTop-Games-Geometry-Dash/product-reviews/B00EDTSKLU/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&pageNumber=13&reviewerType=all_reviews,5.0 out of 5 stars,Good Game Worth the money,Good game,Verified Purchase,One person found this helpful,25,14,Public,11265166
Mama,/gp/profile/amzn1.account.AFWGTGUBNO6SKH4ROPSWVSNN2S3Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 31, 2016",0,,https://www.amazon.com/RobTop-Games-Geometry-Dash/product-reviews/B00EDTSKLU/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&pageNumber=13&reviewerType=all_reviews,5.0 out of 5 stars,Awesomeness,we can have fun,Verified Purchase,,0,1,Public,64379698
Irishmcq1,/gp/profile/amzn1.account.AG523HQQ3WGM4SWSMJFOAQIHDQ6Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 18, 2015",0,,https://www.amazon.com/RobTop-Games-Geometry-Dash/product-reviews/B00EDTSKLU/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&pageNumber=13&reviewerType=all_reviews,5.0 out of 5 stars,Great game worth the 2.00.,Worth it.,Verified Purchase,One person found this helpful,86,32,Public,696659
Alexander Mayeux,/gp/profile/amzn1.account.AGXYZUGCS3O5EX6RYSVDDJFWTH2Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 10, 2015",0,,https://www.amazon.com/RobTop-Games-Geometry-Dash/product-reviews/B00EDTSKLU/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&pageNumber=13&reviewerType=all_reviews,5.0 out of 5 stars,"THE MOST EPIC GAME EVER!!!!!!!!!!I love games like this because they're just so challenging, and of course the music is just plain AWWESSOM!!!!!!!!!!","jumps, check, awesome music , check, attemps , check, AWESOMENESS,Check, prepare for adventure!",Verified Purchase,8 people found this helpful,58,7,Public,18517272
Annie Kate,/gp/profile/amzn1.account.AHOUBXSYLRFWPMGFAFFZOH7R2QWQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 19, 2015",0,,https://www.amazon.com/RobTop-Games-Geometry-Dash/product-reviews/B00EDTSKLU/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&pageNumber=13&reviewerType=all_reviews,5.0 out of 5 stars,This game is so fun but hard!,Five Stars,Verified Purchase,,6,19,Public,16119347
splashing30,/gp/profile/amzn1.account.AHPRVBDP2YLZ6A2F62WCHKMMYDCA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 10, 2016",0,,https://www.amazon.com/RobTop-Games-Geometry-Dash/product-reviews/B00EDTSKLU/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&pageNumber=13&reviewerType=all_reviews,5.0 out of 5 stars,Amazingly awesome...it's really good,Awesome,Verified Purchase,,0,4,Public,58135507
Kris Kay,/gp/profile/amzn1.account.AENN6LLORVVEE4R3VCB2JZRQTGSQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 11, 2015",0,,https://www.amazon.com/RobTop-Games-Geometry-Dash/product-reviews/B00EDTSKLU/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&pageNumber=13&reviewerType=all_reviews,5.0 out of 5 stars,Awsome!!!!,best game ever,Verified Purchase,,115,26,Public,2109608
Happy Shopping,/gp/profile/amzn1.account.AHDRDERECFVUEUKEJTLHIMWOHBHA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 1, 2015",0,,https://www.amazon.com/RobTop-Games-Geometry-Dash/product-reviews/B00EDTSKLU/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&pageNumber=14&reviewerType=all_reviews,5.0 out of 5 stars,This is the most addicting game! Definitely money well spent. :),Fun!!!!,Verified Purchase,2 people found this helpful,5,7,Public,36144482
Donald R Grace II,/gp/profile/amzn1.account.AFLVDZOPBNY3RCHN744E4TEZ4B7A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 9, 2016",0,,https://www.amazon.com/RobTop-Games-Geometry-Dash/product-reviews/B00EDTSKLU/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&pageNumber=14&reviewerType=all_reviews,5.0 out of 5 stars,Amazing gameplay like listening to the rhythm and playing this challenging game,Fun game but hard to master.like how you can build your own levels.,Verified Purchase,One person found this helpful,3,5,Public,37209747
Sky King,/gp/profile/amzn1.account.AFMFNQZN3C2R2OTPDHROLCCFRDEA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 12, 2015",0,,https://www.amazon.com/RobTop-Games-Geometry-Dash/product-reviews/B00EDTSKLU/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&pageNumber=14&reviewerType=all_reviews,5.0 out of 5 stars,I love this game.  It is hard but once you master the art of fast reflexes it starts to get a little bit easier.,awesome,Verified Purchase,3 people found this helpful,21,4,Public,57299641
Sherry H.,/gp/profile/amzn1.account.AH7DGAZZS6OF64WTNIJHODRB3EYQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 14, 2015",0,,https://www.amazon.com/RobTop-Games-Geometry-Dash/product-reviews/B00EDTSKLU/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&pageNumber=14&reviewerType=all_reviews,5.0 out of 5 stars,😀😁😂,Awesome,Verified Purchase,,0,8,Public,54746791
Dawn Starr,/gp/profile/amzn1.account.AGD6FWDBGCWX6GKYPRXB54W24SKQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 6, 2014",0,,https://www.amazon.com/RobTop-Games-Geometry-Dash/product-reviews/B00EDTSKLU/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&pageNumber=14&reviewerType=all_reviews,5.0 out of 5 stars,It's so awesome and challengin and fun to most games aren't exactly challenging to so nice putting in that element in the game,challenging and fun,Verified Purchase,13 people found this helpful,18,12,Public,13845920
this game sucks I removed it from my apps,/gp/profile/amzn1.account.AG4OAJKQP67CF22JGFI5GQHZXCVA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 11, 2016",0,,https://www.amazon.com/RobTop-Games-Geometry-Dash/product-reviews/B00EDTSKLU/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&pageNumber=14&reviewerType=all_reviews,5.0 out of 5 stars,This game is really fun and a easy way to pass the time,amazing game,Verified Purchase,,6,3,Public,65783519
Amazon Customer,/gp/profile/amzn1.account.AGEJUAIGUV3DFYYGOKTOLKYIHQOQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 23, 2017",0,,https://www.amazon.com/RobTop-Games-Geometry-Dash/product-reviews/B00EDTSKLU/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&pageNumber=14&reviewerType=all_reviews,5.0 out of 5 stars,Awesome game love it,Five Stars,Verified Purchase,2 people found this helpful,2,1,Public,63940595
Ariel B Staryszak,/gp/profile/amzn1.account.AHIVC5XZA3JF2E324EWZLWNG2NWA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 18, 2015",0,,https://www.amazon.com/RobTop-Games-Geometry-Dash/product-reviews/B00EDTSKLU/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&pageNumber=14&reviewerType=all_reviews,5.0 out of 5 stars,"It's very addicting, I can't stop until I beat the score. Good music, fun people things.",fun yet addicting,Verified Purchase,,3,11,Public,12089363
Hannah Richardson,/gp/profile/amzn1.account.AGONNOZBN4SJGLTAERLZSOOOD5NQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 18, 2016",0,,https://www.amazon.com/RobTop-Games-Geometry-Dash/product-reviews/B00EDTSKLU/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&pageNumber=14&reviewerType=all_reviews,5.0 out of 5 stars,I got past cycles,this game is amazing,Verified Purchase,,7,5,Public,82575779
C. Doucet,/gp/profile/amzn1.account.AFDMXRTGAVWTP4G34QOEYLMMF6SQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 26, 2015",0,,https://www.amazon.com/RobTop-Games-Geometry-Dash/product-reviews/B00EDTSKLU/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&pageNumber=14&reviewerType=all_reviews,5.0 out of 5 stars,Hi. I really like this app. It is easy to use and fun to play!,Awesome app😀,Verified Purchase,One person found this helpful,1,7,Public,40378917
Martha Nichols,/gp/profile/amzn1.account.AGCUQ3UZNUDL4RLF5MGPXMWQKQSQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 21, 2014",0,,https://www.amazon.com/RobTop-Games-Geometry-Dash/product-reviews/B00EDTSKLU/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&pageNumber=15&reviewerType=all_reviews,5.0 out of 5 stars,My friend got it and I'm In love with it I would really get it it's the best get it,love,Verified Purchase,,2,7,Public,66940149
Amazon Customer,/gp/profile/amzn1.account.AGWUUM4AHAF4ZVH4IHD7PIYNE7ZQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 3, 2016",0,,https://www.amazon.com/RobTop-Games-Geometry-Dash/product-reviews/B00EDTSKLU/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&pageNumber=15&reviewerType=all_reviews,5.0 out of 5 stars,Best game,Five Stars,Verified Purchase,One person found this helpful,1,1,Public,67699770
donhop02,/gp/profile/amzn1.account.AEHFVSKBCDVPI46XB5BFPZVBFGXQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 11, 2015",0,,https://www.amazon.com/RobTop-Games-Geometry-Dash/product-reviews/B00EDTSKLU/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&pageNumber=15&reviewerType=all_reviews,5.0 out of 5 stars,GrdffgghhjnnbggfdcghjnnIts bit,epic,Verified Purchase,9 people found this helpful,56,111,Public,934696
Bayley Burke,/gp/profile/amzn1.account.AGPXE7REISMGGT42LGT32QHAPVOA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 23, 2015",0,,https://www.amazon.com/RobTop-Games-Geometry-Dash/product-reviews/B00EDTSKLU/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&pageNumber=15&reviewerType=all_reviews,5.0 out of 5 stars,"Great game, worth the buy, really enraging though because it has no checkpoints. Lots of gameplay and really fun. Just don't break your screen in anger!",great,Verified Purchase,2 people found this helpful,3,4,Public,60291748
SuperNova6283,/gp/profile/amzn1.account.AHUOLL5LMKOE7WZBOCNQ7FTRUDBA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 6, 2015",0,,https://www.amazon.com/RobTop-Games-Geometry-Dash/product-reviews/B00EDTSKLU/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&pageNumber=15&reviewerType=all_reviews,5.0 out of 5 stars,This is a very addicting game if you listeb to the beat it can help you beat the level,Amazing,Verified Purchase,One person found this helpful,3,5,Public,82519781
Scott,/gp/profile/amzn1.account.AHWM3U42SAP2OU3WPRKYPWCH4YAA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 10, 2014",0,,https://www.amazon.com/RobTop-Games-Geometry-Dash/product-reviews/B00EDTSKLU/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&pageNumber=15&reviewerType=all_reviews,5.0 out of 5 stars,"This game is great! SUPER ADDICTIVE, but is just hard to beat. This game will never loose my interest.",Five Stars,Verified Purchase,,1,6,Public,31417519
GameKnight999,/gp/profile/amzn1.account.AGZ2VYAQ3TG32ZMYWH7JHPGZYI5A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 23, 2016",0,,https://www.amazon.com/RobTop-Games-Geometry-Dash/product-reviews/B00EDTSKLU/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&pageNumber=15&reviewerType=all_reviews,5.0 out of 5 stars,This game is so fun i pay whenever i get the chance! the audio and levels are great! Keep up the good work guys!,Awesome,Verified Purchase,One person found this helpful,1,2,Public,68710555
Daniel,/gp/profile/amzn1.account.AEMFXE5P36DDO75BHG2JK2ACSHSQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 16, 2015",0,,https://www.amazon.com/RobTop-Games-Geometry-Dash/product-reviews/B00EDTSKLU/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&pageNumber=15&reviewerType=all_reviews,5.0 out of 5 stars,Good,Five Stars,Verified Purchase,,1,9,Public,48653955
Debbie Scarborough,/gp/profile/amzn1.account.AFDU367DWKIK7WG5EQRVJJSJRNUQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 9, 2014",0,,https://www.amazon.com/RobTop-Games-Geometry-Dash/product-reviews/B00EDTSKLU/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&pageNumber=15&reviewerType=all_reviews,5.0 out of 5 stars,Just pure fun!,Amazing,Verified Purchase,,4,13,Public,55618676
Pizza guy 103,/gp/profile/amzn1.account.AG52P5GTENEXI7SOBYGSQGJU76AQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 21, 2015",0,,https://www.amazon.com/RobTop-Games-Geometry-Dash/product-reviews/B00EDTSKLU/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&pageNumber=15&reviewerType=all_reviews,5.0 out of 5 stars,Can be enraging but fun too. Play this version or free,GREAT GAME,Verified Purchase,One person found this helpful,1,1,Public,69994500
I Like It a bit But I Love Level Editor :D,/gp/profile/amzn1.account.AHKTJZQZHJPJCDK6IOX4JTRSOTXA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 3, 2016",0,,https://www.amazon.com/RobTop-Games-Geometry-Dash/product-reviews/B00EDTSKLU/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&pageNumber=16&reviewerType=all_reviews,5.0 out of 5 stars,OMG MAYBE 2.1 WILL COME OUT TODAY OR NOT.SOOOOOOOOOOOO COOOOOOLYUP,YEAH COOL,Verified Purchase,,0,2,Public,47457097
Eddie R.,/gp/profile/amzn1.account.AERMUJET7U72VQWB4XB6JDAFQPKQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 8, 2014",0,,https://www.amazon.com/RobTop-Games-Geometry-Dash/product-reviews/B00EDTSKLU/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&pageNumber=16&reviewerType=all_reviews,5.0 out of 5 stars,This game is so much fun for people who like to win obstacles that have many types of levels from beginners to pro,great,Verified Purchase,One person found this helpful,1,2,Public,67744099
Alyssa Penrod,/gp/profile/amzn1.account.AGOPEQZ2IQ73W776IN4UQWR3RVIA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 29, 2014",0,,https://www.amazon.com/RobTop-Games-Geometry-Dash/product-reviews/B00EDTSKLU/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&pageNumber=16&reviewerType=all_reviews,5.0 out of 5 stars,This game is so awesome and addicting at the same time! ðð get it now!!!!!,5 stars!!!,Verified Purchase,One person found this helpful,1,2,Public,70852847
Amazing book,/gp/profile/amzn1.account.AGEMQEBNLC6OIYYT5P5YCQ5GVQ6A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 18, 2015",0,,https://www.amazon.com/RobTop-Games-Geometry-Dash/product-reviews/B00EDTSKLU/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&pageNumber=16&reviewerType=all_reviews,5.0 out of 5 stars,Super good game definitely worth it everyone should get it,Awesome game,Verified Purchase,,5,8,Public,54515024
"I think its a great, fun game thats very entertaining",/gp/profile/amzn1.account.AFM7VXKXFKCYX6K5CTKB5ZX2VSUA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 5, 2016",0,,https://www.amazon.com/RobTop-Games-Geometry-Dash/product-reviews/B00EDTSKLU/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&pageNumber=16&reviewerType=all_reviews,5.0 out of 5 stars,It costs a bit of money but it's worth it,Five Stars,Verified Purchase,2 people found this helpful,4,5,Public,56280394
Anonymous,/gp/profile/amzn1.account.AFASCKJB3GM7ZRTQNRQ6FGSZAMEQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 5, 2016",0,,https://www.amazon.com/RobTop-Games-Geometry-Dash/product-reviews/B00EDTSKLU/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&pageNumber=16&reviewerType=all_reviews,5.0 out of 5 stars,It is an awesome game. I highly recommend this game to yu guys.,Five Stars,Verified Purchase,2 people found this helpful,2,1,Public,62393874
Amazon Customer,/gp/profile/amzn1.account.AF5T6FJGVN7HLBGLOWBTMTZOW56A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 16, 2016",0,,https://www.amazon.com/RobTop-Games-Geometry-Dash/product-reviews/B00EDTSKLU/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&pageNumber=16&reviewerType=all_reviews,5.0 out of 5 stars,This game is amazing,Awesome,Verified Purchase,One person found this helpful,1,5,Public,19606223
Amazing!!!!,/gp/profile/amzn1.account.AEKEWTP3KBT7WR4FZHSFWQSUHYQA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 17, 2016",0,,https://www.amazon.com/RobTop-Games-Geometry-Dash/product-reviews/B00EDTSKLU/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&pageNumber=16&reviewerType=all_reviews,5.0 out of 5 stars,Its awesome and buitiful,Amzing,Verified Purchase,,17,4,Public,20188295
