author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,helpful_votes,total_review,visibility_status,ranking
Miriam laporte,/gp/profile/amzn1.account.AEVRFCKMJQBUKPT4TFAYYXIDZLZA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 24, 2018",0,,https://www.amazon.com/Playrix-Homescapes/product-reviews/B0739V781Z/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,5.0 out of 5 stars,So much fun. I am home all day and it's like watching a house become a home and I am the designer,So much fun.,Verified Purchase,5 people found this helpful,474,512,Public,96654
Chele,/gp/profile/amzn1.account.AGEOIAYRHSX3PSZT2UJ5GZR4LLPA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 17, 2017",0,,https://www.amazon.com/Playrix-Homescapes/product-reviews/B0739V781Z/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews,4.0 out of 5 stars,Lots of fun,Fun,Verified Purchase,4 people found this helpful,5,1,Public,61388796
Kindle Customer,/gp/profile/amzn1.account.AE5PK5NQAJ7S7HHSOZYDOJOHTWTA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 14, 2017",0,,https://www.amazon.com/Playrix-Homescapes/product-reviews/B0739V781Z/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews,4.0 out of 5 stars,Puzzles are fun.,Great game,Verified Purchase,4 people found this helpful,5,1,Public,63823371
c tuck,/gp/profile/amzn1.account.AERETNZS2RKRPNPNAV4HCC2SQSVQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 26, 2018",0,,https://www.amazon.com/Playrix-Homescapes/product-reviews/B0739V781Z/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews,5.0 out of 5 stars,My favorite game. The updates enhanced options -- love it!,Fun and challenging!,Verified Purchase,2 people found this helpful,3,4,Public,56099635
suepfau,/gp/profile/amzn1.account.AERO2E2REYQCXYSN4BUTEZYW2G5Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 31, 2018",0,,https://www.amazon.com/Playrix-Homescapes/product-reviews/B0739V781Z/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews,5.0 out of 5 stars,"Fun site, cha!leaving at times",Fun site,Verified Purchase,2 people found this helpful,5,6,Public,50426406
Meeko,/gp/profile/amzn1.account.AGSLYQOFKCKILR3FUGAEIUTNLVGA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 22, 2018",0,,https://www.amazon.com/Playrix-Homescapes/product-reviews/B0739V781Z/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews,5.0 out of 5 stars,Love this game and I love how you can rebuild the house and choose the decorations :),Really Fun,Verified Purchase,2 people found this helpful,3,2,Public,59212932
Laura,/gp/profile/amzn1.account.AE7KVQ673GB63LX4DKKGLCNIG5IQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 31, 2019",0,,https://www.amazon.com/Playrix-Homescapes/product-reviews/B0739V781Z/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews,4.0 out of 5 stars,Keeps my mind occupied,Entertainment,Verified Purchase,6 people found this helpful,37,20,Public,83007341
Brittany Hughes Ardito,/gp/profile/amzn1.account.AGW2WD6I3ZRM7XTASGPVDQUVSYAA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 14, 2017",0,,https://www.amazon.com/Playrix-Homescapes/product-reviews/B0739V781Z/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews,5.0 out of 5 stars,I don't see anything wrong with the game. If there were a million stars all of them would be gold for my rate .I don't want to be rude but I prefer Homescapes than Gardenscapes.,The game rules!,Verified Purchase,12 people found this helpful,101,128,Public,1629335
sheritta,/gp/profile/amzn1.account.AFBJOTBWTQU54SO6YWDVDMRFU62A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 16, 2018",0,,https://www.amazon.com/Playrix-Homescapes/product-reviews/B0739V781Z/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews,5.0 out of 5 stars,Relaxing game,Great game,Verified Purchase,2 people found this helpful,103,8,Public,9458057
Ms. Bonnie L. Matthews,/gp/profile/amzn1.account.AGNUHLWVDNBYWCLV4K42UG54F3FA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 25, 2018",0,,https://www.amazon.com/Playrix-Homescapes/product-reviews/B0739V781Z/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews,5.0 out of 5 stars,I love this game. It has the match three aspect plus you get to redecorate an entire house. It also has fun side contests within the game.,Addicting,Verified Purchase,5 people found this helpful,23,25,Public,12750476
Boo,/gp/profile/amzn1.account.AEE6SWVPTOLKQSZTTRCJZQW5UGBA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 10, 2018",0,,https://www.amazon.com/Playrix-Homescapes/product-reviews/B0739V781Z/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews,5.0 out of 5 stars,Lots of fun.,fun,Verified Purchase,8 people found this helpful,18,26,Public,10057401
Amazon Customer,/gp/profile/amzn1.account.AGOQRPF3JNYX3RAB5LSJM4P5PL2A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 10, 2018",0,,https://www.amazon.com/Playrix-Homescapes/product-reviews/B0739V781Z/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews,5.0 out of 5 stars,Great! Muito bom mesmo!,Maravilhoso,Verified Purchase,2 people found this helpful,5,7,Public,47518767
Kindle Customer,/gp/profile/amzn1.account.AFCGDF3G764JAO6AW3LIOGFMQIWQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 4, 2017",0,,https://www.amazon.com/Playrix-Homescapes/product-reviews/B0739V781Z/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews,4.0 out of 5 stars,It is a fun game. You can decorate and play puzzle games. It follows a story line.,Fun!,Verified Purchase,8 people found this helpful,119,13,Public,10436453
westinld,/gp/profile/amzn1.account.AGVDMLATPR2Y5RUPCZAV4BRPELAQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 9, 2018",0,,https://www.amazon.com/Playrix-Homescapes/product-reviews/B0739V781Z/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews,5.0 out of 5 stars,"If you stick to it you can do every level. Sometimes it takes a while. Challenging to be sure, but doable.",Great game,Verified Purchase,5 people found this helpful,89,77,Public,5648461
SSawyer,/gp/profile/amzn1.account.AEY36TDD46CZNTAZMDG2VHLDTHEQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 30, 2017",0,,https://www.amazon.com/Playrix-Homescapes/product-reviews/B0739V781Z/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews,5.0 out of 5 stars,"It is really fun! It helps me wine down after work.  I have the garden one too, so between the two I'm pretty happy!",Love it,Verified Purchase,5 people found this helpful,435,70,Public,1677908
S. Cady,/gp/profile/amzn1.account.AE62ABEG3THVKF7LOFHIFV4QZGUA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 3, 2018",0,,https://www.amazon.com/Playrix-Homescapes/product-reviews/B0739V781Z/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews,5.0 out of 5 stars,This game is so relaxing but can also be very challenging.  Love test combination.  Have been playing this companies games or quite a while now.,Relaxing,Verified Purchase,5 people found this helpful,16,26,Public,25487500
ScrappyDew,/gp/profile/amzn1.account.AFLF72XKHG6EDUO7EGO34A2OO3EQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 9, 2017",0,,https://www.amazon.com/Playrix-Homescapes/product-reviews/B0739V781Z/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews,4.0 out of 5 stars,I really like homescapes it's so much fun to play!😺,Fun,Verified Purchase,6 people found this helpful,208,113,Public,83687715
janice garduno,/gp/profile/amzn1.account.AHRZOVMDSZAARJ4LCXIDH2D56TEQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 27, 2017",0,,https://www.amazon.com/Playrix-Homescapes/product-reviews/B0739V781Z/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews,5.0 out of 5 stars,We need the wheel of fortune like in gardenscapes,Five Stars,Verified Purchase,8 people found this helpful,21,16,Public,26570216
Garet C,/gp/profile/amzn1.account.AFAOB2F4TAZTH6P6OL222PRIEUWQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 21, 2018",0,,https://www.amazon.com/Playrix-Homescapes/product-reviews/B0739V781Z/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews,5.0 out of 5 stars,Nice casual game.,Good game,Verified Purchase,8 people found this helpful,10,16,Public,5377285
John M.,/gp/profile/amzn1.account.AHS774I5MUP7XDZM5DWOY4XOIKPA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 15, 2018",0,,https://www.amazon.com/Playrix-Homescapes/product-reviews/B0739V781Z/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews,5.0 out of 5 stars,Very fun to decorate the house. Can be frustrating.,fun game,Verified Purchase,22 people found this helpful,338,129,Public,151182
Margaret A. Brooks,/gp/profile/amzn1.account.AGBOKHWJPW6XFRJCH2VFIS752H2Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 21, 2020",0,,https://www.amazon.com/Playrix-Homescapes/product-reviews/B0739V781Z/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews,1.0 out of 5 stars,Refund me. I was told me it was free.,Refund me,Verified Purchase,7 people found this helpful,14,6,Public,82543520
Sammye Rosenlund,/gp/profile/amzn1.account.AGKMLU6DCA6VXWIHH5OFACU4MPXQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 24, 2018",0,,https://www.amazon.com/Playrix-Homescapes/product-reviews/B0739V781Z/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews,5.0 out of 5 stars,I love game,Five Stars,Verified Purchase,6 people found this helpful,12,67,Public,26352659
Super,/gp/profile/amzn1.account.AF5JPEIPZ3KK5TRFBW3CLRTYL7NA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 14, 2018",0,,https://www.amazon.com/Playrix-Homescapes/product-reviews/B0739V781Z/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews,5.0 out of 5 stars,Fun game!!!!,!!!!,Verified Purchase,3 people found this helpful,4,1,Public,58125013
kimberly Baker,/gp/profile/amzn1.account.AEQVROAK442DVKCAJEH6EYGSVUMQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 26, 2018",0,,https://www.amazon.com/Playrix-Homescapes/product-reviews/B0739V781Z/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews,4.0 out of 5 stars,"I enjoy this game as well as gardenscapes and fishdom.  If there weren't difficulty the game would be boring.  I do think it should be easier to get What you need to beat levels.  It is fine to purchase some of you want, but it takes forever in all three games to earn what you need .",Good game.,Verified Purchase,3 people found this helpful,24,18,Public,16815540
