page_url,ranking,helpful_votes,total_review,visibility_status
https://www.amazon.com/profilewidget/bio/amzn1.account.AE3OTNWR3FKIHB4UULWPPMYH3K2Q/?view=visitor,24072116,18,60,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AE6QS3J4BN3DQHRBO5H4K7IFM3ZQ/?view=visitor,71217,66,194,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AFO7WIOVMFY6FTKFFDNX2RV3WTEA/?view=visitor,673776,19,114,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AF33TLJFBUCWFC3AO6I5EXD5UDKQ/?view=visitor,1346903,12,53,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AH6KPT4O7PCYQIIPKTNZMI3XLD3Q/?view=visitor,1635167,8,40,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AHD5W6XKCNMQZ6V4EEGH6D7CCSQA/?view=visitor,84045721,189,177,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AEQK2IVRVVA6XONIRVA2R4LZFJPQ/?view=visitor,232053,42,81,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AFI62GDIA7FXO7GDNJXGLLKUC6BA/?view=visitor,128414,196,277,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AHBJHYKM7JXEB3KL4L2MXJRP6WSA/?view=visitor,73075,515,218,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AEHRVUUF6YQIPPLIRDGDJQP4D43Q/?view=visitor,438996,129,289,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AFSOFZNJ5EOZVPAOOL3TOYFDFJEA/?view=visitor,6342897,5,6,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AHARWJWRYICBYQBSMP2CPTKFODJA/?view=visitor,2719268,8,11,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AEGTILNM4QMYUNHHATID6W2XC42Q/?view=visitor,67185,352,424,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AF5PE2OYGUSGZYQSRECTRIAOOCBA/?view=visitor,262366,105,57,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AERE335SQZ3ISFPFDLEMLFYM2HQA/?view=visitor,3164584,13,39,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AGI5E5JDWA2SLAPYBFGGHO4RO7AQ/?view=visitor,1003127,9,63,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AFB4NNCMNYOV2OVI33XPQWNRJPHA/?view=visitor,84135117,1,26,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AGAOHAXLABALE5VMEYM6PMFHTT6Q/?view=visitor,2822203,3,83,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AEJOY65KUADNQYDKE7I42MWMRDUQ/?view=visitor,84328476,3,29,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AGSDKFWWCZJXWEZSPIQPV4FCYHKA/?view=visitor,484932,24,123,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AGBLDOQDHPITNO4F74QHTMDHVGEA/?view=visitor,4789534,2,29,Public
