author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,ranking,helpful_votes,total_review,visibility_status
Ced,/gp/profile/amzn1.account.AED4ZRK4I5Z37YXOB73ERG5PNGEA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 15, 2018",0,,https://www.amazon.com/Campbells-Condensed-Vegetable-Beef-Soup-10-5/product-reviews/B071P9CD8N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,2.0 out of 5 stars,"I am not trying to mislead anyone, I really like this soup. Everyone has eaten it before, and we all know what to expect. My MAJOR issue is the amount of cans that are dented in the cases. Nearly 40% of mine had to be discarded. After having worked in a warehouse as a youngster, working with lifts and loaders, I can only surmise that these cans are being destroyed on purpose. Maybe some disgruntled packer and his buds think this is funny and retributional. But, after buying many cases of various dented, more like destroyed, canned items, I have decided to no longer purchase such items. The lost/waste of my order is just too much to continue to do so. UPDATE: After further inspection I have discovered that the dented cans are found in the middle of the case of cans. This would indicate that Campbell's, in fact, packed them this way, and sold them to Amazon. This is an old trick I learned while working for a soft drink company. The question remains, did Amazon get a discount for buying these defective cans , or was Amazon duped by the Campbell's company? I no longer want to implicate the stockers at Amazon, they may be hard working people with no knowledge of what is in the case. This may in fact, be an agreement with Amazon executives and Campbell..",The waste of it all!!!,Flavor Name: Homestyle Chicken NoodleSize: 10.5 Ounce (Pack of 12)Verified Purchase,152 people found this helpful,27148,675,259,Public
M. S. Walker,/gp/profile/amzn1.account.AFA5WXAC6WLGP5TPQH2SVGT6URRA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 19, 2019",0,,https://www.amazon.com/Campbells-Condensed-Vegetable-Beef-Soup-10-5/product-reviews/B071P9CD8N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,5.0 out of 5 stars,"What matters to me is the taste and the savings. The cans I've received have had dents, but the lids are pull-top so there's no problem with can openers. The taste is still the same and I'm buying them much cheaper than our local grocer. If I have to look at a dented can sitting on my pantry shelf for a few weeks in order to save some money - fine, no prestigious looking cans it'll be.",I don't mind the dented cans,Flavor Name: Homestyle Chicken NoodleSize: 10.5 Ounce (Pack of 12)Verified Purchase,44 people found this helpful,31134,450,159,Public
WC Alaska,/gp/profile/amzn1.account.AFP6FA4B4TL23RXDFDWQ4VJ73JGA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 17, 2019",0,,https://www.amazon.com/Campbells-Condensed-Vegetable-Beef-Soup-10-5/product-reviews/B071P9CD8N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,4.0 out of 5 stars,"We live in a small remote community. Here, a large Won Ton soup delivered can cost $10 or more depending on ingredients. Well, we can't get Campbell's Won Ton here so we decided to try it out on Amazon. Yes, there were some dented cans, but the can still burped ""safety"" when opened. The soup stock is basic Campbell's flavor which in my opinion is good. Think Campbell's Chicken Noodle soup. There are sparse amounts of small chicken squares added, then maybe half a dozen won tons stuffed with chicken.Is this restaurant quality soup? Of course not. It's a can of Campbell's soup! I've been eating Campbell's soup since I was a kid and I suspect most of the readers here are also familiar with Campbells. Campbells puts out a decent product. It has it's trademark flavor that we're used to. The Won Ton soup is a variation of that. By the way, the noddles are a bit thick compared to a restaurant won ton. But still has a good flavor. If you're wanting some won ton soup quickly, if you have a few cans on the shelf this will do the trick. Bear in mind, you're getting a good product and there may be some dented cans. SO WHAT???? Open the can and enjoy a decent bowl of soup. Then recycle the can! Recommended",Won ton soup: A good substitute when you can't make it to the restaurant: Recommended,Flavor Name: Chicken Won TonSize: 10.5 Ounce (Pack of 12)Verified Purchase,27 people found this helpful,11286,1209,290,Public
Doris H,/gp/profile/amzn1.account.AH3OPKVPXC7TOLWDUXJSASR7T76A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 13, 2017",0,,https://www.amazon.com/Campbells-Condensed-Vegetable-Beef-Soup-10-5/product-reviews/B071P9CD8N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,5.0 out of 5 stars,"I am so glad I found this on Amazon.  It is impossible to find in local stores, for some reason.  Back in the 60's my mom made a skillet dish with a can of Campbell's Chicken Gumbo soup, a can of chicken, onion flakes, water, and a cup of instant rice.  I have subscribed to this so I can make this super quick dinner a couple of times a month.  Being more health conscience now,  I use instant brown rice and add a few chopped onions and maybe a can of tomatoes or a chopped bell pepper.  Got to have that Campbell's soup as the base flavor, though, or it doesn't taste like Mom's.  Still a great comfort food and only one pan is involved, making clean-up quick.",Glad I found this on Amazon,Flavor Name: Chicken GumboSize: 10.5 Ounce (Pack of 12)Verified Purchase,44 people found this helpful,816188,245,87,Public
Hunter Maddy,/gp/profile/amzn1.account.AG6SMIFLKKARJI7EAV6LZ2HKPYGA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 14, 2018",0,,https://www.amazon.com/Campbells-Condensed-Vegetable-Beef-Soup-10-5/product-reviews/B071P9CD8N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,4.0 out of 5 stars,"Found them caper at Kroger 2 weeks later.  Still worth it.  This stuff has like a 70% chance of curing school missing plagues.  When combined with watching ""The Price is Right"" product should be almost 100% guaranteed to make you feel good enough to play hooky the next day!",Over Priced but Delish!,Flavor Name: Chicken Won TonSize: 10.5 Ounce (Pack of 12)Verified Purchase,27 people found this helpful,131628,91,140,Public
marie,/gp/profile/amzn1.account.AHC3UUD7IRRKZGBW6VO5ZLO5X5DA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 26, 2020",0,,https://www.amazon.com/Campbells-Condensed-Vegetable-Beef-Soup-10-5/product-reviews/B071P9CD8N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,4.0 out of 5 stars,"I basically love anything when mushrooms are involvesd and canned goods have proven to be practical these days.There isn’t as much mushroom flavor as I’d hope, but it does taste good and there are some beef chunks that are yummy..This soup is hella versatile.  I don’t eat soup from the can, I use it to enhance all sorts of things. Pour some over some hot,  diced, cooked potato, a couple of grape tomatoes, thawed frozen peas, multicolored peppers or broccoli - and of course, Tabasco. Or whatever!Mix in some chopped frozen kale or other greens, a few black beans or chick peas - add flavorings you like.I think of soup as a vehicle or base, using a little (undiluted) to make a healthier, easy quick dish.  The possibilities are infinite. I’d definitely recommend this soup. Add more mushrooms!If you ever eat canned soup, always add something green and other healthy stuff.  Nice feature - you can make great meals using a microwave - cook your dinner/s in your bowl. Cleanup barely exists. Enjoy!","Not bad, I’d buy again - perhaps not in bulk",Flavor Name: Beefy MushroomSize: 10.5 Ounce (Pack of 12)Verified Purchase,9 people found this helpful,187427,54,49,Public
EG75,/gp/profile/amzn1.account.AH6TRAJFXHTDLG3ZCOWSQKIMXUQQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 25, 2018",0,,https://www.amazon.com/Campbells-Condensed-Vegetable-Beef-Soup-10-5/product-reviews/B071P9CD8N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,2.0 out of 5 stars,"I thought I was reordering the Healthy Request version of this soup.  That version tastes the same but has less than half the sodium per can (1,025 mg) than this killer version (2,350 mg) that looks almost the same.  Since I've already opened the box, I think it's too late to return it.  Don't eat this unless you're starving.  With all that salt, it should remain edible for 20 years or so.  Great for a storm shelter!",There is enough salt in each can to kill a horse,Flavor Name: Homestyle Chicken NoodleSize: 10.5 Ounce (Pack of 12)Verified Purchase,22 people found this helpful,184026,125,137,Public
Luke,/gp/profile/amzn1.account.AGXQQTH3T2YSIQMHH6AKFS4PQBMQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 15, 2018",0,,https://www.amazon.com/Campbells-Condensed-Vegetable-Beef-Soup-10-5/product-reviews/B071P9CD8N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,5.0 out of 5 stars,Really nice flavor to this soup and a good amount of wontons. I only added about a half of can of water which I found to just the right amount.,Comforting soup that hits the spot,Flavor Name: Chicken Won TonSize: 10.5 Ounce (Pack of 12)Verified Purchase,19 people found this helpful,2131820,88,43,Public
Jack Merritt,/gp/profile/amzn1.account.AGOF4PDZQWCSMZEVTNUGMCTVOPDA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 29, 2021",0,,https://www.amazon.com/Campbells-Condensed-Vegetable-Beef-Soup-10-5/product-reviews/B071P9CD8N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,4.0 out of 5 stars,"I had a hard time writing this review.  At first I was totally disappointed with this Chicken Wonton Soup.  The wontons are simply two pieces of noodle attached together with nothing inside, certainly far from any wonton soup I have ever had.  The soup stock is similar to chicken noodle soup and there are some green leafy vegetables.  As I tried these can they grew on me.  Two cans of soup and one can of water worked best for me with black pepper added.  The issue is that soup is very inexpensive at Chinese takeout places and these cans are not really any less expensive but you can’t beat the convenience.  After several weeks and my third bowl I began to like this soup to the point that I would buy it again but certainly not for more than $1 per can.",Good but a far cry from real wonton soup!,Flavor Name: Chicken Won TonSize: 10.5 Ounce (Pack of 12)Verified Purchase,One person found this helpful,5332,2080,335,Public
Lauren,/gp/profile/amzn1.account.AGWBCZ4QBHCQI34KNDSMWAL4JCLQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 28, 2021",3,,https://www.amazon.com/Campbells-Condensed-Vegetable-Beef-Soup-10-5/product-reviews/B071P9CD8N/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,1.0 out of 5 stars,If you like Campbells chicken noodle soup- this is for you.. if you want anything resembling chicken/ wonton soup- this is not for you.It’s renamed chicken noodle soup - same broth and pieces of square chicken bits and instead of noodles it has thick triangular noodle pieces.. about 10 a can.WAY overpriced.Never will buy this again. Lesson learned.See photos- 1 can mixed with 2/3 can water.,Just “Renamed” regular chicken noodle soup,Flavor Name: Chicken Won TonSize: 10.5 Ounce (Pack of 12)Verified Purchase,3 people found this helpful,187965,80,140,Public
YanniXian,/gp/profile/amzn1.account.AF7QX5QQH3YA3JXXBGWTIEV7LNKQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 2, 2020",0,,https://www.amazon.com/Campbells-Condensed-Vegetable-Beef-Soup-10-5/product-reviews/B071P9CD8N/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,1.0 out of 5 stars,I always shop at amazon BUT I won’t buy any FOOD at amazon anymore!so Disappointed!!when I open the first cans it smell little bit different and look different then usual.also I found lots of little pieces of the black stuff inside the soup.my husband said maybe is mushroom..but when I look closer it is potatoes!!!old and bad...so I threw away the whole soup!!It will make me and my family sick for sure if I eat it:(:(:(,Disappointed!!!,Flavor Name: New England Clam ChowderSize: 10.5 Ounce (Pack of 12)Verified Purchase,5 people found this helpful,86557,320,93,Public
🌿 Fern 🌿,/gp/profile/amzn1.account.AGQNQ6OJOXQCPOTFSRTWAXYXNHLA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 18, 2020",0,,https://www.amazon.com/Campbells-Condensed-Vegetable-Beef-Soup-10-5/product-reviews/B071P9CD8N/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,5.0 out of 5 stars,"I live in the PNW, and I could not find this soup anywhere all the years that I was living here. I'm a child of the '80s and this was a big hit in our home. My dad made me his twist on sloppy joes every year for my birthday which included this soup and ground beef. I use turkey burger usually in place of the beef. I also like to make stuffed peppers with ground beef for turkey mixed with this soup. If you haven't tried it.. You must! I've tried other soup since living here that we're not Campbell's that were labeled chicken gumbo. They taste nothing like this, and this is the best!",Love chicken gumbo my childhood fave!,Flavor Name: Chicken GumboSize: 10.5 Ounce (Pack of 12)Verified Purchase,One person found this helpful,367,2056,1489,Public
Maxwell,/gp/profile/amzn1.account.AECQXZZARHICETVLGS557J6XFZVQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 30, 2021",0,,https://www.amazon.com/Campbells-Condensed-Vegetable-Beef-Soup-10-5/product-reviews/B071P9CD8N/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,5.0 out of 5 stars,"This soup is delicious! It is perfect for putting on warm in a slowcooker for 25 hours- I did this for The Sabbath because I am Jewish and I wanted to avoid cooking on The Sabbath. It actually I think tastes better the longer it sits, because the flavors have a chance to enhance and blend together. The solids (like the chicken) and the noodles are there, but not over the top. The spices and salt are perfect. Just add a can of water, and you're good to go.I am Jewish but am also very poor so I can not afford kosher meat. As the saying goes in Judaism, the body is a temple and we must treat it with respect. I don't believe not eating meat would be treating my body with respect. If you are Jewish and can afford kosher meat and have access to it, you should get it instead of this option or any non kosher meat option. However, if you are a Jew with barely any money, or and person without a lot of money, these soups are a great way to eat healthy and have a nourishing meal for lunch or dinner. If you get these in bulk, you are stocked for weeks at the very least, if not months.Thank you Campbells for this delicious chicken noodle soup, and thank you Amazon for stocking so many for us to buy.Peace and blressings to all.","Very tasty, solid parts not over the top, and a lot of flavor",Flavor Name: Chicken NoodleSize: 10.75 Ounce (Pack of 4)Verified Purchase,,8783963,0,10,Public
Barry J.,/gp/profile/amzn1.account.AFW26XW2QHWTSQVHTZALJ7BHINXA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 22, 2020",0,,https://www.amazon.com/Campbells-Condensed-Vegetable-Beef-Soup-10-5/product-reviews/B071P9CD8N/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,2.0 out of 5 stars,"This was my second purchase of 12 cans Campbell's homestyle chicken soup. First batch had a few dented cans. OK, not so bad. This shipment all but 3 cans were severely battered and dented. Just not worth the hassle. I've had trouble finding some foods like this during Covid at local stores, so I tried on line. I will just do without or find a substitute in the future. Just think you should be aware if you're planning to order. Perhaps the metal on these condensed soup cans is just too thin...but whatever the reason, it's not acceptable.",Most Cans Damaged,Flavor Name: Homestyle Chicken NoodleSize: 10.5 Ounce (Pack of 12)Verified Purchase,One person found this helpful,516150,300,174,Public
Shopping Cart,/gp/profile/amzn1.account.AFT6T26OFRXA6UUWLUKYGR4IHSXQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 3, 2021",0,,https://www.amazon.com/Campbells-Condensed-Vegetable-Beef-Soup-10-5/product-reviews/B071P9CD8N/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,3.0 out of 5 stars,"The 3 stars is not for the soup itself but because 1 was leaking.  I bought 2 packs of 4... 8 cans total.  I didn't notice anything at first since the dents were under the shrink wrap.  6 were slightly dented.  1 was leaking and I'm glad I found this out before opening it... I had them on the shelf a few weeks before I noticed the soup dripping so I threw that one out.  I'd say it is probably best not to store these too long regardless of the expiration date.  So far I haven't had any ill effects but have been cooking them a bit longer just in case.  Otherwise, the soup itself is good old Campbell's Chicken Noodle so there's not much else to say.",One can was leaking,Flavor Name: Chicken NoodleSize: 10.75 Ounce (Pack of 4)Verified Purchase,,13495,834,174,Public
Monkey Mama,/gp/profile/amzn1.account.AFG2LXHI4VB4EPUNFROOFW6YHFIQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 18, 2021",0,,https://www.amazon.com/Campbells-Condensed-Vegetable-Beef-Soup-10-5/product-reviews/B071P9CD8N/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,4.0 out of 5 stars,"I ordered this then read reviews and thought I'd made a mistake ordering it. It came yesterday and I had a can for dinner. Its definitely not like my Chinese delivery won ton soup, but still good. The wontons have a very thin layer of filling, but they are filled. The broth has little squares of chicken and green leafy pieces its tastier than the chicken noodle soup broth. Doesn't look like shown on label but I still enjoyed!",Interesting take on wonton soup,Flavor Name: Chicken Won TonSize: 10.5 Ounce (Pack of 12)Verified Purchase,One person found this helpful,244099,149,59,Public
Sue,/gp/profile/amzn1.account.AF44OT7VYDMAWX3WFR6BGN62TGHA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 27, 2020",0,,https://www.amazon.com/Campbells-Condensed-Vegetable-Beef-Soup-10-5/product-reviews/B071P9CD8N/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,5.0 out of 5 stars,"I, unfortunately,  got CO-VID.  IT's symptoms were different then most. I had pain from esophagus through abdominal system(vomitting, diarhea), plus fever, congestion, and the worst; an inability to swallow very well.By the 4th day I had progressed to swallowing lots ofwater. 5th day swallow something besides water such as Campbell's homestyle chicken noodle soup. I think it saved my life!  THIS CHICKEN SOUP WAS SUCH A PLEASURE!  VERY TASTY.  AND I'M NOW ADDICTED TO IT.",Best Chicken Noodle soup after CO-VID!,Flavor Name: Homestyle Chicken NoodleSize: 10.5 Ounce (Pack of 12)Verified Purchase,One person found this helpful,372145,129,85,Public
JCS,/gp/profile/amzn1.account.AF4GAHZAS5COI5P3TWLUAMPGXLFA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 10, 2020",0,,https://www.amazon.com/Campbells-Condensed-Vegetable-Beef-Soup-10-5/product-reviews/B071P9CD8N/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,1.0 out of 5 stars,"Upon opening the cans the color of the soup was a really gray color. The soup looked really old. After tasting, I threw the soup away. The taste was really awful. I’ve ate this brand of clam chowder for many years and these did not taste the same. I opened the rest of the cans and they were all a gray color. I threw all of them away.",Bad Quality,Flavor Name: New England Clam ChowderSize: 10.5 Ounce (Pack of 12)Verified Purchase,3 people found this helpful,426132,38,134,Public
Robin H,/gp/profile/amzn1.account.AFE2D5H4MKU5Q2UVCKY2EIQ3TFKA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 22, 2019",3,,https://www.amazon.com/Campbells-Condensed-Vegetable-Beef-Soup-10-5/product-reviews/B071P9CD8N/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,1.0 out of 5 stars,See pictures Amazon sent me rusty cans of Campbell's soup. RUSTY CANS NO SOUP FOR ME. Cancelling my Amazon subscription.,RUSTY CANS of CAMBELLs SOUP see pictures,Flavor Name: Chicken NoodleSize: 10.75 Ounce (Pack of 6)Verified Purchase,5 people found this helpful,84235473,27,48,Public
lovedogs,/gp/profile/amzn1.account.AEVKL4IQVZJTSIS45RZM5QDKMGHA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 6, 2018",0,,https://www.amazon.com/Campbells-Condensed-Vegetable-Beef-Soup-10-5/product-reviews/B071P9CD8N/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews,5.0 out of 5 stars,"If you do not want vegetables in your chicken noodle soup - this is the soup for you!  Dehydrated onions appear near the end of the ingredients list but there really is not an ""onion taste"" to the soup.  If you cannot eat food with onions, this will probably not upset your stomach because there are so little onions.  My husband cannot digest vegetables of any kind so this soup is great for him.  He can eat this soup when he is too ill to eat other soft or solid foods.  Even if you like vegetables, this is a tasty & soup without tons of carrots & celery.",Almost Vegetable Free (celery & carrots)  & VERY Tasty!!,Flavor Name: Chicken NoodleSize: 10.75 Ounce (Pack of 6)Verified Purchase,8 people found this helpful,36780,576,185,Public
Mary P,/gp/profile/amzn1.account.AGOFEAZS6O4G73FNABVVUUFADV6Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 24, 2020",0,,https://www.amazon.com/Campbells-Condensed-Vegetable-Beef-Soup-10-5/product-reviews/B071P9CD8N/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,5.0 out of 5 stars,This is one of our favorites we keep around the house but lately couldn't find it..used to find at Walmart for 1.98 a can so this is about the same price as they are so finding it on Amazon was a great find!  No one else had it.  Ordered 12 10.5 oz cans and arrived nicely in a case in a box and all cans in perfect shape.  This is a great soup for all the time or if under the weather it's handy to keep.  Exp. dates were all 2022 so it will last awhile and tastes great!  Perfect!,"Wonderful soup, great value, easy quick shipping!",Flavor Name: Chicken Won TonSize: 10.5 Ounce (Pack of 12)Verified Purchase,2 people found this helpful,65054,219,92,Public
Dianne,/gp/profile/amzn1.account.AFIYMEQWGFN6JR4ELE5YVDCRCPZQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 16, 2021",0,,https://www.amazon.com/Campbells-Condensed-Vegetable-Beef-Soup-10-5/product-reviews/B071P9CD8N/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,5.0 out of 5 stars,"Glad to find Chicken & Rice. Not available anywhere I’ve looked. I’m stocked up now! Great price. Easy to use pop top cans!  Hint* Makes a great base to add more rice, chicken (even canned), frozen broccoli florets and cheese. A tasty one bowl meal! Maybe sauté some onion & garlic to add too. Bakes well for a good easy casserole!",Glad to find Chicken & rice here!!!,"Flavor Name: Light, Chicken with White & Wild RiceSize: 10.5 Ounce (Pack of 12)Verified Purchase",One person found this helpful,68740,135,179,Public
Mary M.,/gp/profile/amzn1.account.AGBLWGKJH6LRAOLGV735H4F4HWOQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 23, 2021",0,,https://www.amazon.com/Campbells-Condensed-Vegetable-Beef-Soup-10-5/product-reviews/B071P9CD8N/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,1.0 out of 5 stars,"""Well, Campbell's really are stooping low."" These are NOTHING but thick noodles & little chucks of chicken. With HIGH sodium content. I knew that from the taste. So, I looked on the can, YEP 38% sodium in small can. I will just get some chicken noodle soup & get less sodium and more in the can. NO square noodles with anything in them. For their price they should give you something, but, NO DID NOT HAPPEN! I will NEVER make the mistake of making a purchase of this JUNK! Some of this stuff being sold should be outlawed for claims they make! BOGUS, BOGUS, BOGUS WONTON SOUP. The taste is like I said a LOT of salt & just chicken noodle soup NOTHING more!",NO WAY SHOULD THIS BE CALLED WONTON SOUP/ BOGUS,Flavor Name: Chicken Won TonSize: 10.5 Ounce (Pack of 12)Verified Purchase,,2872394,4,17,Public
PawPawRon,/gp/profile/amzn1.account.AFJVUOKZTH3FQS3UFLEDE3U2ABAA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 14, 2020",0,,https://www.amazon.com/Campbells-Condensed-Vegetable-Beef-Soup-10-5/product-reviews/B071P9CD8N/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,5.0 out of 5 stars,We have always felt there are more noodles in the Homestyle version of Campbell's Chicken Noodle versus their regular chicken noodle soup. Maybe it is just our imagination but it seems that way to us. We usually split a can between us along with a 1/2 a sandwich for our lunch about once a week. Glad we were able to stock up on this from Amazon as it has not been available locally for about 2 months now. I also wanted to note that we were pleased to see the expiration date on the cans are all in late 2021 so it is definitely fresh product and provides us with enough time to consume it before the best if used by date.,My Wife And I Love Campbell's Homestyle Chicken Noodle Soup Over Their Regular Chicken Noodle,Flavor Name: Homestyle Chicken NoodleSize: 10.5 Ounce (Pack of 12)Verified Purchase,,3355,1485,663,Public
Roland,/gp/profile/amzn1.account.AFEZMCAWTMGYOPVLXTOOGJWIAGMA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 9, 2021",0,,https://www.amazon.com/Campbells-Condensed-Vegetable-Beef-Soup-10-5/product-reviews/B071P9CD8N/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,5.0 out of 5 stars,"I'm tooting my own horn, but Campbell's Soup saved the day for one elderly women in a nursing home, as the kitchen (the day in which I called) only offered bread and jelly sandwiches! No protein - no nothing but starch and sugar in their diet, just to save a buck! To be fair, the kitchen was under new management, but a case of Campbell soup was most affordable and nourishing in helping out an old friend. Thank you, Campbell's for always being there when needed!",Subsistence Staple,Flavor Name: Vegetable BeefSize: 10.5 Ounce (Pack of 12)Verified Purchase,,25262,320,258,Public
garryoh,/gp/profile/amzn1.account.AGE2HPCDXW5PKG3YPTXKWLAKQWNA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 16, 2020",0,,https://www.amazon.com/Campbells-Condensed-Vegetable-Beef-Soup-10-5/product-reviews/B071P9CD8N/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,5.0 out of 5 stars,"I found this soup to be surprisingly flavorful right out of the can, but after three or four bowls I did find a way to make it just a little bit better. For me, what I found was to add just a little bit of salt and pepper and as an experiment I added 1/8 to 1/4 teaspoon of smoked paprika.I like my soups little bit thicker, so I don’t add a whole can of water. I add about a half a can of water or maybe a little more. For me buying this quantity of soup turned out to be a great value and something I really can enjoy when I don’t want to cook a full meal. Using a microwave only takes minutes to heat the soup up and adding a sandwich makes a really great simple and quick meal.",Excellent soup and great price,Flavor Name: Vegetable BeefSize: 10.5 Ounce (Pack of 12)Verified Purchase,,2601151,6,16,Public
Verified,/gp/profile/amzn1.account.AH2LFFGE67JFTDTIJXP757KFWSNQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 22, 2020",0,,https://www.amazon.com/Campbells-Condensed-Vegetable-Beef-Soup-10-5/product-reviews/B071P9CD8N/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,5.0 out of 5 stars,"This classic soup is Mom in a can. Its flavor is simple, comforting and perfectly chicken-y. Especially if you dilute it with only 2/3 or 3/4 of a can of water. I've been eating it for almost 70 years. I often cook homemade chicken soup and it's good, if I do say so. But sometimes, a can of Campbell's plain chicken noodle just hits the spot, especially when one of us in our house feels under the weather or is needing a quick little something with crackers. Don't ever change the recipe, Campbell's! We love it just as it is.",Always the Best,Flavor Name: Chicken NoodleSize: 10.75 Ounce (Pack of 4)Verified Purchase,,197574,,,
William A.,/gp/profile/amzn1.account.AHOOYRMLMS6P4PKA6QPFQDS7WMQA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 22, 2020",0,,https://www.amazon.com/Campbells-Condensed-Vegetable-Beef-Soup-10-5/product-reviews/B071P9CD8N/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews,1.0 out of 5 stars,"not what you expect from a beefy mushroom, there was 1 mushroom and 3 pcs of beef, the flavor was not all that, not something i would but again, paying 1.50+ a can for soup when they are so cheap with the mushrooms and beef, i rather cook my own and get more of what the soup should be, campbells has gotten so cheap yet the soup which is cheap to make cost so much",Horrible,Flavor Name: Beefy MushroomSize: 10.5 Ounce (Pack of 12)Verified Purchase,One person found this helpful,22060,843,78,Public
