page_url,ranking,helpful_votes,total_review,visibility_status
https://www.amazon.com/profilewidget/bio/amzn1.account.AEHPOMDKZ7J2C4UPZXHINWVA5Z7A/?view=visitor,673131,126,69,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AHNOPUC4GXKI2FQDHXR6WWSAGHZA/?view=visitor,361039,231,130,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AEVTKKJXQAY2LYCVDI3WKL7GX5CQ/?view=visitor,416698,71,48,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AFZNLSZTCQJB6BIXOMVRS2CWMLCA/?view=visitor,1444624,64,40,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AEI6AKFCKOBEXFEGIHO6A32L7WAQ/?view=visitor,281584,71,71,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AH4427FG4RE73QH67XM525O56Q4Q/?view=visitor,236696,128,141,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AHA5XNZEEO7UREX3H2NGOMP6OFLA/?view=visitor,260635,89,67,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AEEWXI7L6WXMZ74ESWAZSPGJQTPQ/?view=visitor,5726,1080,299,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AEMMVLOEUU4RRD3CQ4XHRV7LT5CQ/?view=visitor,24665258,13,9,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AFOIRW7FWGZCLIZKYMLUHMJJ5L2Q/?view=visitor,772262,102,82,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AHTPTRZU562SGHUI37STJRJZE4SQ/?view=visitor,84469381,22,100,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AFEGTJ4DEYQHDLIIVAH47GXLXNBA/?view=visitor,3567377,20,29,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AGQLYKJNO3BTBJEYHHH5UIJ4SJSA/?view=visitor,5202249,10,26,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AFKD3U3PPONL75G4F6E4DMB2GG6Q/?view=visitor,5013710,18,62,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AGADMAPKQTXG2OMPIK2247MGWCTQ/?view=visitor,373858,61,83,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AGYGI7HYKRO2WVUZPEUU7L7HURNQ/?view=visitor,2038246,15,48,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AHBG4XINSOKDQZDNOQNMV74WQ5LA/?view=visitor,9317068,5,9,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AEY22SEW7XFHZVKGZAD4A7J3M4ZQ/?view=visitor,1137611,39,49,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AF6T7YX3NHXILQAKWOH7OIT64OSQ/?view=visitor,2004522,12,43,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AGDZEYGADADNG4CTRKZPXSZNZA5Q/?view=visitor,833027,24,43,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AHKF6QMJY3SPWOGQIGYJ623VI2WA/?view=visitor,419313,756,99,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AFERXDSFCP6SSFOZOJ7NGMK57ZEA/?view=visitor,354284,199,149,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AF3LRZIAUYXRC5PUC7MFVLH2VFCA/?view=visitor,103051,478,113,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AGVSBJBS3SN2XI4XYBUIW6FQUSXA/?view=visitor,2593172,10,48,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AFXAB43ESY4Y4ITNVZFWAKLM2VNQ/?view=visitor,44090134,5,7,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AFPFZAEB6NMKAZV4HGSSVV6HGQ6Q/?view=visitor,182206,59,196,Public
https://www.amazon.com/profilewidget/bio/amzn1.account.AGHIAAD4N5ZZH5JJBFZVITJCLNDQ/?view=visitor,3077147,39,63,Public
