helpful_votes,page_url,total_review,visibility_status
729,amzn1.account.AEZZPPECPSFUBGT6I6VW5DX22EQQ,2,Public
567,amzn1.account.AFG7Z46RENR7KGS3SHSDUBVTWMBA,11,Public
250,amzn1.account.AFROLC47FWF7XF2LMDMMEPL5YUFQ,13,Public
488,amzn1.account.AE6YCZJMSVH66CKYBIKHZNC4X3RA,66,Public
345,amzn1.account.AFJYPBXKFVRGZ72Q7UW7MP3FITLA,3,Public
273,amzn1.account.AFAE2Z5NOQYRMJBEJJU2YA5NKDAQ,17,Public
282,amzn1.account.AHRDHQFHWIQ5JNTNLOK6UQRLOZJQ,19,Public
242,amzn1.account.AFBSFCD7Z5CM43JP6JNF6IXCVDJA,2,Public
73,amzn1.account.AESLQA6KHW3TMB55ZWN6BVZQNL6A,67,Public
79,amzn1.account.AFKSUI4YPT365JQKNFAEYWP5PQFQ,10,Public
729,amzn1.account.AEZZPPECPSFUBGT6I6VW5DX22EQQ,2,Public
567,amzn1.account.AFG7Z46RENR7KGS3SHSDUBVTWMBA,11,Public
250,amzn1.account.AFROLC47FWF7XF2LMDMMEPL5YUFQ,13,Public
488,amzn1.account.AE6YCZJMSVH66CKYBIKHZNC4X3RA,66,Public
345,amzn1.account.AFJYPBXKFVRGZ72Q7UW7MP3FITLA,3,Public
273,amzn1.account.AFAE2Z5NOQYRMJBEJJU2YA5NKDAQ,17,Public
282,amzn1.account.AHRDHQFHWIQ5JNTNLOK6UQRLOZJQ,19,Public
242,amzn1.account.AFBSFCD7Z5CM43JP6JNF6IXCVDJA,2,Public
73,amzn1.account.AESLQA6KHW3TMB55ZWN6BVZQNL6A,67,Public
79,amzn1.account.AFKSUI4YPT365JQKNFAEYWP5PQFQ,10,Public
270,amzn1.account.AGOGKOXM4BZSBITTHKSYCRND7KIA,31,Public
155,amzn1.account.AGSBXTTMKXPRXIQ464XY6CZRAW5A,22,Public
136,amzn1.account.AGI7BESMRX35DDYHRUK7G4GJRLGQ,210,Public
"1,691",amzn1.account.AH26RPVEVUPMVDCLOOFLVAIOYHFQ,367,Public
144,amzn1.account.AEVLDITU2JNCULZ5IOMLOCQFOCEA,37,Public
130,amzn1.account.AGAD6PTBRVQINOFBMBT33A62RCDA,153,Public
49,amzn1.account.AHJBMKABAOUVL2ADA4WBCLPMK6YA,1,Public
110,amzn1.account.AEDK3TRHY4K6RZZY5H2LJVOCOBAQ,25,Public
337,amzn1.account.AG5PCZXZJENK2HV3V5GDXDFZ7HAQ,134,Public
