author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,helpful_votes,total_review,visibility_status,ranking
Daniel,amzn1.account.AHZZQ26QEJYD73FZHG7BG5IDYNYQ,"Reviewed in the United States on December 25, 2019",1,,https://www.amazon.com/Minecraft-Nintendo-Switch/product-reviews/B07D13QGXM/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,1.0 out of 5 stars,"Got this for my boy as a Christmas present and it would start up and when he would try to load the game it would start to load then crash. No matter what we did it kept crashing, went online and tried to find solutions and no matter what we did it did not work. Sad because my boy was looking forward to it but we decided to return it which bummed him out. This is a very well known issue if you check online.",Game doesn’t load and crashes non stop.,Verified Purchase,10 people found this helpful,66,27,Public,1215364.0
Tech & Kids,amzn1.account.AHZJ2ZKQGUWSEP2BRVNI5EBY236Q,"Reviewed in the United States on May 22, 2020",1,,https://www.amazon.com/Minecraft-Nintendo-Switch/product-reviews/B07D13QGXM/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,5.0 out of 5 stars,Picture says a thousand words.... my son (7) is addicted... seriously its 12 pm (lunch time) on a Friday and he has all of his home schooling done (yesterday) for the week just so that he can play the game. Its both a curse and a very good manipulative if you use it right....,More addictive then pixie sticks....,Verified Purchase,6 people found this helpful,14,43,Public,2053259.0
Nathan Westlake,amzn1.account.AFNKLV4EKHE7GZ7JXCNFE536FQ3A,"Reviewed in the United States on August 19, 2020",0,,https://www.amazon.com/Minecraft-Nintendo-Switch/product-reviews/B07D13QGXM/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,1.0 out of 5 stars,"We have the Minecraft Bedrock edition for PC, PE (android devices), and Switch. PC and PE have worked great. No complaints or problems. On the Switch has been an entirely different story.The game freezes and crashes sometimes during gameplay. This is infrequent, but a real pain.Worse, it recently started almost always freezes the entire Switch, requiring a hard reboot, when signing in to play on Minecraft Realms. It also constantly loses its connection to a microsoft profile, so you constantly have to redo this broken horrible process.Then the kicker is Nether portals don't always work. Which is honestly even worse than only working sometimes. My son got trapped in the Nether because a portal worked going into the Nether, and didn't going back to the overworld. I had to break the Nether portal and rebuild it differently, then it worked. But now he can't use the same portal from the overworld that used to work, even after restarting the game. From reading online, this bug has existed for at least 3 years.","Online doesn't work, Nether portals don't either",Verified Purchase,2 people found this helpful,183,50,Public,1410955.0
Treenz,amzn1.account.AEDM7ET4Q42NGXITRAMDQ4GX6ZPA,"Reviewed in the United States on June 26, 2019",0,,https://www.amazon.com/Minecraft-Nintendo-Switch/product-reviews/B07D13QGXM/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,5.0 out of 5 stars,My husband got this when we got a Nintendo Switch for christmas.  None of us had any idea what it was.  We stumbled our way through trying to figure it out. Then we discovered on youtube 'POG Productionz' and that revolutionized our excitement toward this game.  My six year old son watches 'POG' daily - he makes the most amazing things in Minecraft and it is so inspirational.  Still a fav game in our house six months later and will continue I imagine. We generally just play on peaceful and creative.  I recommend you check out POG if you are new to this too - He does whole series and makes incredible cities - it really teaches you a lot what you can do on Minecraft.  Definitely recommend this game. Its addictive and barely any other games get a look in on our Switch!,Great game,Verified Purchase,6 people found this helpful,"1,379",667,Public,19773.0
Tara Hamilton,amzn1.account.AF4AEG6DBSSUVTHUQ5N7Y2RRIKUQ,"Reviewed in the United States on March 25, 2020",0,,https://www.amazon.com/Minecraft-Nintendo-Switch/product-reviews/B07D13QGXM/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,1.0 out of 5 stars,"DO NOT BUY!!! I bought this to be able to play with my daughter and at first it was great and we thoroughly enjoyed it.  But within a few weeks we started having issues with excessive log in times and then the storage issues oh the storage issues! It keeps giving an error message about not having enough storage space and I have plenty of storage only have 22 mb used so far.  The message reads ""You are almost out of data storage space!  Minecraft has restricted access to this feature until you clear up additional storage space.  Excuse me?!  Clear up what?!  After backing up to the ""cloud"" and deletin the few games saved on my switch I am still getting this message.  And now this message is all you get no being able to access your worlds or playing the game at all!  Mojang's technical support is non existent so good luck getting any help.  After trying to research a solution, I finally found some vague reference to this being a bug in the game and update the game.  After updating the game which did not do a thing mind you then found another vague reference that everything being magically fixed with the current update which is a couple of months out.  So here we are i am now the proud owner of a useless and unusable game.  Save yourself the frustration and give the Switch Minecraft version a pass.",Avoid frustration Do Not Buy,Verified Purchase,3 people found this helpful,42,16,Public,8388028.0
Steven Murdock,amzn1.account.AEK44GZQ6VBOM663AQLKSAAMZLIA,"Reviewed in the United States on August 21, 2019",0,,https://www.amazon.com/Minecraft-Nintendo-Switch/product-reviews/B07D13QGXM/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,5.0 out of 5 stars,"It has cross play between anyone else who has bedrock edition. That’s means that PC, Xbox, Switch, and even mobile phones/tablets can all play together. PS4 does not have this feature, and the PS4 edition doesn’t even have realms. This edition DOES have realms which is super important.",Minecraft owns.,Verified Purchase,31 people found this helpful,"1,297",558,Public,5477.0
Spearra,amzn1.account.AFHK67RLQRZS7XS6NAQG6ALYCQPA,"Reviewed in the United States on January 29, 2020",0,,https://www.amazon.com/Minecraft-Nintendo-Switch/product-reviews/B07D13QGXM/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,4.0 out of 5 stars,"As others have stated before, to play with your friends away from each other online, you're gonna have to deal with Nintendos proprietary online surface which is lame. It is what it is.When it comes to other things, for example the offhand slot in game, it is EXTREMELY limited in comparison to the PC version where you can offhand virtually any item in the game. With this version, you can only effectively use in the offhand maps, and shields. Shields in particular you use by ""sneaking""/crouching.Besides those things, it is by all means Minecraft, and relatively up to date to boot as this is the ""Bedrock Edition"".One of the more impressive features is the ability to play fully locally with up to four players simultaneously EVEN IN TABLETOP mode!There is a local wireless play as well. So if your friends have their Switch's with them, you can play with them even without the Nintendo online service. So if possible, to play effectively with others, try playing locally on one Switch, or attempt to play via local wireless with multiple Switch systems.Yes Command Blocks are in this. So you can make those ""in game mods"" that are implemented solely by Command Blocks. That alone is a very powerful feature to be present.As for any additional tips for this particular version I can give is, try going into the settings, go to the control rebind section(s), and bind ""Jump"" to ""clicking"" the Left stick. Then bind ""Sneak"" to the Right stick click. Those two bindings in combination helps a lot I've found.Do note that as of 1/29/2020, there doesn't seem to be any way to disable ""double tap forward to dash"". So if you want to sprint, tap forward twice and you'll sprint. It would've been nice if it had a checkbox to disable that in case you wanted to bind sprinting to something else and not accidentally sprint from double tapping forward.All in all, if you goal isn't the online multiplayer, or you used the offhand feature and love it to death on PC, you're better off staying on PC/Windows-10-Version. If you can live with those compromises, or your party of friends like to play locally to begin with, its a great time! Its definitely a lot more manageable to make those large buildings by chipping away at your tasks a little bit at a time. Which is really easy to do due to the nature of the Switch.Do note that in order to play with others locally on one Switch system, you'll need to give your friends some sort of controller that has two joy sticks. You could hypothetically use a gamecube adapter in docked mode, and let your friends play with you via Gamecube controller. So no, you cannot play with one Joy Con per player in this game. But considering it uses twin stick controls, that is to be expected.","Some strange changes but overall, its Minecraft",Verified Purchase,One person found this helpful,283,34,Public,222048.0
Alvaro Lopez,amzn1.account.AGZWY2FVBBJDF36O6E3SBMRVR5ZA,"Reviewed in the United States on February 10, 2019",1,,https://www.amazon.com/Minecraft-Nintendo-Switch/product-reviews/B07D13QGXM/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,5.0 out of 5 stars,"Producto impecable, tal cual como dicta su descripción, mi hijo quedó encantado. Además el envío fue en menos de una semana, por lo que no tuvo que esperar demasiado por tenerlo.",Rapidez,Verified Purchase,11 people found this helpful,12,3,Public,26440601.0
Mark Hogan,amzn1.account.AF2TTSN3XGH73RLACJOYYK2X4ZTQ,"Reviewed in the United States on October 23, 2018",0,,https://www.amazon.com/Minecraft-Nintendo-Switch/product-reviews/B07D13QGXM/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,5.0 out of 5 stars,"I have been playing Minecraft since the early years of the Java Edition.  I spent many hours playing the Java Edition, and tried the Pocket Edition, but missed many of the omitted features.  After purchasing my Nintendo Switch I opted to purchase the Switch Edition even though it was only available digitally (I prefer physical copies of the games I buy).  I spent nearly 500 hours on the Switch Edition before the Bedrock edition finally released for the Switch.I was hesitant to purchase the Bedrock edition as I had played it on my Samsung Galaxy Tab S 10.5"" and it was quite glitchy and the graphics were different enough to catch my attention.  I am glad that I purchased it because the issues I have on my Galaxy Tab S were, apparently, due to the limitations of the tablet's hardware.  The Bedrock edition for my Switch has been running smoothly, although the map generation is different than the Switch edition which is a bit of a bummer.Overall, I quite enjoy the Bedrock edition and having the ability to play with friends on Xbox One, Windows 10, Android, and Apple systems is a great bonus.",Have always enjoyed Minecraft,Verified Purchase,5 people found this helpful,14,18,Public,2713390.0
RVDZ25,amzn1.account.AFTIGFU2HXQOD5M3DNVSTJDZ5QMQ,"Reviewed in the United States on June 27, 2018",0,,https://www.amazon.com/Minecraft-Nintendo-Switch/product-reviews/B07D13QGXM/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=2,4.0 out of 5 stars,Works well on switch can’t complain. Cross platform functionality is a plus. Personally I don’t have time to get into Minecraft but this port works very well. The Mario levels are nice.,Capable switch port,Verified Purchase,8 people found this helpful,129,87,Public,1617764.0
Grud Heap,amzn1.account.AE2TOF6B2Y62XHQLQKQPBCHTAXSQ,"Reviewed in the United States on August 12, 2020",0,,https://www.amazon.com/Minecraft-Nintendo-Switch/product-reviews/B07D13QGXM/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=3,3.0 out of 5 stars,"I played Minecraft in early access for the PC and granted the game has made a lot of quality of life improvements since then, however the new version has an obnoxious online shop for cosmetic items like some free to play mobile game. It's tacky and disgusting. My 5 year old ended up spending some leftover credit from a giftcard without understanding what he was doing, and I'm sure the publishers are counting on that. Absolutely reprehensible business practice. When your game has sold more copies than any game in existence I think you can afford to not use microtransactions or at least make them restricted by age. But no, there's no way to hide the online marketplace in a super popular children's game.","Despicable Microtransactions, Parents Watch Out",Verified Purchase,2 people found this helpful,9,9,Public,22119513.0
Bonnie Morgan,amzn1.account.AGFXQE2SOMIP5O3T7E4CT5VUK7KA,"Reviewed in the United States on September 21, 2020",0,,https://www.amazon.com/Minecraft-Nintendo-Switch/product-reviews/B07D13QGXM/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=3,5.0 out of 5 stars,"When I was in high school, I played this on the PC and had a lot of fun. Now, my daughter is into video games, so I got the switch version for her. I dont let her play online yet, but she plays both survival and creative by herself and really enjoys it. Suddenly, after designing these (pixelated) buildings and landscapes, my daughter wants to be an architect when she grows up. I cant say for sure if she decided that from minecraft or something she saw on YouTube, but building (basically) virtual legos definitely fosters creativity. I love seeing the things she comes up with in the game!",Can't step on virtual legos!!,Verified Purchase,2 people found this helpful,12,13,Public,4204120.0
Jarvi,amzn1.account.AHF5ARTTGXXGSSIZ44CL2HBIL6AA,"Reviewed in the United States on January 11, 2021",0,,https://www.amazon.com/Minecraft-Nintendo-Switch/product-reviews/B07D13QGXM/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=3,3.0 out of 5 stars,"The game is great, of course. There is more to do to keep you busy than ever before.Unfortunately on the Switch the game does not work very well. Perhaps it doesn't have enough processing power to do all the generation? I have no idea, but the game crashes or randomly gets stuck loading and needs to be force-quit. Even when it's working correctly, the load times are pretty long. Then there will be bugs where destroyed blocks don't disappear.It's playable if you can get a really good deal on it, but as this is the most expensive version of the Bedrock game, I would strongly recommend getting it on a different platform. It's not like this is a brand new game on the switch so clearly there are some systemic issues with the platform for this game.","Great game, not a great version",Verified Purchase,,491,185,Public,93590.0
Erty,amzn1.account.AFOJWJNL4GSRXDGI5HAHGE6WTASQ,"Reviewed in the United States on June 23, 2019",0,,https://www.amazon.com/Minecraft-Nintendo-Switch/product-reviews/B07D13QGXM/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=3,1.0 out of 5 stars,"The game worked on release, but now with all the updates, it no longer supports the switch. The FPS and loading times are bad, and save files often are impossible to load/get in bad states with about 2 FPS.It's a good game, but not for the Switch.",Laggy on Switch. Updates don't suport Switch,Verified Purchase,7 people found this helpful,71,49,Public,4225636.0
Jameseplatt,amzn1.account.AHXSF4VA63UD456HGZLROOMLFC4A,"Reviewed in the United States on June 14, 2021",0,,https://www.amazon.com/Minecraft-Nintendo-Switch/product-reviews/B07D13QGXM/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=3,1.0 out of 5 stars,"I bought this game card for my Nintendo in February of this year, and ever since then I have been experiencing a plethora of issues and crashes. First off, there will be times where I will leave the game and when I come back my profile won’t pop up leaving me to either wait and see what happens(which usually leaves me waiting like 5 minutes) or go through Microsoft and log in again(which can be so annoying). Another issue I have is with online playing otherwise known as Realms. There are so many bugs I don’t even know where to start, so I’ll just give you the cliff notes. There are times where the blocks won’t break or blocks that I didn’t click on will disappear, times where I will randomly lose health for no reason, and when I have to log back on the game(due to a situation I will get to later) some of my items will disappear, along with many many more. My biggest issue with this game card out of everything is that I will be playing on realms and all of the sudden the game will glitch out and tell me that my server is disconnected. I have to log back out of the game and come back in(sometimes having to restart the entire console) which can be literal torture due to the previous issues I have mentioned before. I have absolutely no explanation as to why this game card has so many positive reviews other than the brand selling this paying them off because there is no way they are genuinely enjoying this glitchy mess. I write this dissertation to say that you should not let the positive reviews fool you, don’t be an idiot like me who is now stuck with this mess; turn far, far away and find another seller that can give you what you have paid for because clearly Microsoft can’t.",Too many Crashes!,Verified Purchase,One person found this helpful,1,2,Public,27055097.0
Quest,amzn1.account.AGIEEZNMQDJBVLH4JVFDK3A5IKVA,"Reviewed in the United States on January 26, 2019",0,,https://www.amazon.com/Minecraft-Nintendo-Switch/product-reviews/B07D13QGXM/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=3,2.0 out of 5 stars,"It’s honestly ridiculous they can charge for such a buggy product. This game lags glitches and downright steals my stuff because it can’t stop crashing. Don’t waste your money like I did. I’ve had it freeze when I try to save and when I come back a bunch of my stuff is gone, I’ve been somehow killed by nothing when I come to log back in with all my stuff a good distance away from my home, which I was in when I saved and left. I’ve also had myself and a horse get stuck in nothing and have to quit and come back in to make it work. This game is full of bugs and should be recalled and fixed before it’s sold.",Very glitchy,Verified Purchase,3 people found this helpful,10,18,Public,4558080.0
J. A.,amzn1.account.AFUW2T6MMY7VEA2EDFH4XB7IVX7Q,"Reviewed in the United States on December 29, 2019",0,,https://www.amazon.com/Minecraft-Nintendo-Switch/product-reviews/B07D13QGXM/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=3,5.0 out of 5 stars,"I love this game! Played it for the first time and just love it in creative. I’m having a ton of fun just messing around and building whatever I want for now. I find survival intimidating, but I’ll get to it eventually! (Maybe I’ll get the PC version in the future for mods...)Bit of advice for Switch owners: save files are limited to 2gb PER ACCOUNT from what I hear so you’ll have to have 1 ACCOUNT for creative and 1 ACCOUNT for survival.I started running into storage trouble when I tried to fill out my map (as in the full 9 map, uh, map) in creative so take caution in survival. I just stick to my initial map and the Nether in creative and I’m good. (Haven’t gone to The End yet out of choice.)If you love building and just messing around, you’re sure to love this game! 1000% recommended.",Why have I not played this game before?!,Verified Purchase,2 people found this helpful,4,13,Public,5459980.0
Gman,amzn1.account.AFVI7NKECJDXQLCT25JBEDMXRQXQ,"Reviewed in the United States on October 1, 2020",0,,https://www.amazon.com/Minecraft-Nintendo-Switch/product-reviews/B07D13QGXM/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=3,1.0 out of 5 stars,"So, Amazon’s returns are sooo easy, just not cheap! Used to be I could drop it off at a UPS store. That’s now a $13 charge! For a $30 game! Or, one of 3 locations that are only 30 miles away! But wait, I can drop it at a locker for only $7.05, again for a $30 game. Used to be they would pick it up from the porch when the are dropping off the next 3 orders. Not anymore. Oh, I could mail it! Sure, that’s only $5, plus the packing of course.  It’s to self, time to stop using Amazon unless it’s something I for sure won’t return. Just FYI fellow shoppers.","My review isn’t about the game, not at all...just hope you don’t have to return it!",Verified Purchase,One person found this helpful,128,136,Public,135323.0
Stupid Idiot,amzn1.account.AFNZKXFZE2E3GHOARHZYBYOHXWMA,"Reviewed in the United States on September 5, 2021",0,,https://www.amazon.com/Minecraft-Nintendo-Switch/product-reviews/B07D13QGXM/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=3,4.0 out of 5 stars,"It's Minecraft Bedrock, but on Switch. However, there are a few very minor problems with this version. For example, if you plan to get the Sonic the Hedgehog DLC, the game will not be able to render everything in time since the render options are less compared to other versions. (And the fact you are going faster than usual)Another problem is signing into your Microsoft account. I find that sometimes, it would either keep trying to sign or I have to re enter a code to link my Microsoft account with Minecraft. Either way, once you press Sign In with Microsoft account, you cannot go to any world or realm until you are sign in, so if you do not plan yo use your Microsoft account to play Minecraft, you don't need to worry about this.",Good version of Minecraft with minor problems,Verified Purchase,One person found this helpful,1,5,Public,9688350.0
Z.A. Sharpe,amzn1.account.AHCBCGJUYWKLVCHVXNU4TUSZHFNQ,"Reviewed in the United States on April 22, 2020",0,,https://www.amazon.com/Minecraft-Nintendo-Switch/product-reviews/B07D13QGXM/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=3,5.0 out of 5 stars,"Minecraft is one of the best games to ever come across multi platform. I’ve been playing since 2012, and my love for it has grown with the Switch. With each new world you get to explore unseen lands and make it your own. Everyone needs to play this game!",Minecraft Is Amazing!,Verified Purchase,2 people found this helpful,141,223,Public,114674.0
Lara S.,amzn1.account.AEJB23XEP6XRP3SXI3522PP3YIEA,"Reviewed in the United States on October 10, 2020",0,,https://www.amazon.com/Minecraft-Nintendo-Switch/product-reviews/B07D13QGXM/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=4,5.0 out of 5 stars,"Your browser does not support HTML5 video.                     MINECRAFT es el LEGO DIGITAL, al jugar con mi hijo me recordó cuando era pequeño. Aprendí que  Minecraft tiene cinco modos de juego (supervivencia, creativo, extremo, espectador y aventura) todos ellos tienen en común la recolección de recursos, diseño de objetos, construcción y combate.Así por ejemplo, para sobrevivir, los niños tienen no sólo que construir edificios de forma  creativa,  objetos -como un pico o una estufa para cocinar - lo que significa que deben explorar y recoger materias primas. Asimismo, al caer la noche, deben defender sus bienes de arañas, zombis y esqueletos que querrán arrebatárselos.",Mi mejor experiencia con mi hijo,Verified Purchase,One person found this helpful,1,6,Public,13564444.0
Ordflyer,amzn1.account.AFXSUCOIBV4YZ5OGS2A53T3VXEFA,"Reviewed in the United States on January 21, 2021",0,,https://www.amazon.com/Minecraft-Nintendo-Switch/product-reviews/B07D13QGXM/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=4,5.0 out of 5 stars,"I bought this for my 5&6 year old to play while their sibling is playing minecraft on the computer. It was frustrating trying to get everything set up but it all worked out in the end. So here is my warning: *You need a Nintendo switch (family) membership to play more than 1 player (even in their own home ) on the switch.*Also, you need the Microsoft account to connect and buy the minecoins/skins/worlds/etc.  After some work on our part- the kids can play their sibling on the game which is great for them.",Need online membership!,Verified Purchase,,145,175,Public,436410.0
